"date" "fpc NatStand" "fpc TrBE" "fpc TrBR" "fpc TeNE" "fpc TeBE" "fpc TeBS" "fpc BoNE" "fpc BoBS" "fpc BoNS" "fpc TrH" "fpc TeH" "fpc PoH"
"1982-1" 1 0 0 0 0 0 0 0 1.21317552839173e-05 0 3.53872486869022e-12 0.627419948577881
"1983-1" 1 0 0 0 0 0 0 0 1.0163848855882e-05 0 9.84434755935126e-13 0.6401207447052
"1984-1" 1 0 0 0 0 0 0 0 9.60119177761953e-06 0 8.1603582657408e-05 0.674890220165253
"1985-1" 1 0 0 0 0 0 0 0 1.25608639791608e-05 0 0.000105564424302429 0.747068345546722
"1986-1" 1 0 0 0 0 0 0 0 1.48606841321453e-05 0 0.00010633788042469 0.779726147651672
"1987-1" 1 0 0 0 0 0 0 0 1.36844364533317e-05 0 0.000111524997919332 0.734917819499969
"1988-1" 1 0 0 0 0 0 0 0 1.24171683637542e-05 0 0.000123058445751667 0.706334054470062
"1989-1" 1 0 0 0 0 0 0 0 7.29333305571345e-06 0 0.000142294156830758 0.625718832015991
"1990-1" 1 0 0 0 0 0 0 0 7.4620083978516e-06 0 0.000149549101479352 0.674584567546844
"1991-1" 1 0 0 0 0 0 0 0 5.58532474315143e-06 0 0.000150144274812192 0.64910614490509
"1992-1" 1 0 0 0 0 0 0 0 4.6433324314421e-06 0 0.000158476628712378 0.619882643222809
"1993-1" 1 0 0 0 0 0 0 0 3.95421011489816e-06 0 0.000161376839969307 0.640991806983948
"1994-1" 1 0 0 0 0 0 0 0 2.83412873613997e-06 0 0.000164920798852108 0.60449892282486
"1995-1" 1 0 0 0 0 0 0 0 2.66631286649499e-06 0 0.00016410174430348 0.639777541160583
"1996-1" 1 0 0 0 0 0 0 0 2.44086118073028e-06 0 0.000160996176418848 0.633129239082336
"1997-1" 1 0 0 0 0 0 0 0 2.64913387582055e-06 0 7.49305618228391e-05 0.675792515277863
"1998-1" 1 0 0 0 0 0 0 0 3.01407862934866e-06 0 0.000108330685179681 0.706486225128174
"1999-1" 1 0 0 0 0 0 0 0 2.5425695184822e-06 0 0.000127237697597593 0.683785855770111
"2000-1" 1 0 0 0 0 0 0 0 2.94423739433114e-06 0 6.12333169556223e-05 0.723988711833954
"2001-1" 1 0 0 0 0 0 0 0 3.19680611937656e-06 0 2.92398526653415e-05 0.723518908023834
"2002-1" 1 0 0 0 0 0 0 0 3.35830350195465e-06 0 7.95340456534177e-05 0.73828399181366
"2003-1" 1 0 0 0 0 0 0 0 3.13668124363176e-06 0 0.000105888939287979 0.727599799633026
"2004-1" 1 0 0 0 0 0 0 0 2.78483094007242e-06 0 0.000121169177873526 0.692686140537262
"2005-1" 1 0 0 0 0 0 0 0 2.41679549617402e-06 0 5.48350326425862e-05 0.695538461208344
"2006-1" 1 0 0 0 0 0 0 0 2.11174847208895e-06 0 0.000105169805465266 0.679725825786591
"2007-1" 1 0 0 0 0 0 0 0 1.94263452613086e-06 0 0.00012758225784637 0.680356323719025
"2008-1" 1 0 0 0 0 0 0 0 1.69648160408542e-06 0 0.000136288508656435 0.679365456104279
"2009-1" 1 0 0 0 0 0 0 0 1.80177198672027e-06 0 0.000135355032398365 0.713732361793518
"2010-1" 1 0 0 0 0 0 0 0 1.61926072905771e-06 0 0.000132433211547323 0.718921780586243
"2011-1" 1 0 0 0 0 0 0 0 1.69282850492891e-06 0 0.000129060819745064 0.748393535614014
