"date" "mfapar"
"1982-1" 6.81123154790877e-22
"1982-2" 9.79192235444467e-25
"1982-3" 1.57155084201072e-27
"1982-4" 3.77130889451377e-13
"1982-5" 2.38191974824553e-12
"1982-6" 0.04732820764184
"1982-7" 0.378192812204361
"1982-8" 0.403726428747177
"1982-9" 0.172247692942619
"1982-10" 1.16200639388442e-10
"1982-11" 1.11688222824988e-14
"1982-12" 4.14201137799854e-18
"1983-1" 2.61022597820272e-21
"1983-2" 1.41639650127309e-24
"1983-3" 2.59592707567253e-27
"1983-4" 3.21564386229767e-10
"1983-5" 6.30751917710115e-12
"1983-6" 0.0575739182531834
"1983-7" 0.392121732234955
"1983-8" 0.399581789970398
"1983-9" 0.187486678361893
"1983-10" 1.51278236444341e-05
"1983-11" 1.04663998821974e-14
"1983-12" 2.4453932177099e-18
"1984-1" 9.91025280762553e-22
"1984-2" 1.13768573117888e-24
"1984-3" 1.26103065336823e-27
"1984-4" 1.01567795244163e-13
"1984-5" 2.81649681875551e-12
"1984-6" 0.0942852273583412
"1984-7" 0.440412789583206
"1984-8" 0.380003422498703
"1984-9" 0.159827023744583
"1984-10" 1.74578849509999e-06
"1984-11" 6.34608773137594e-15
"1984-12" 5.94897543200174e-19
"1985-1" 2.93746355606946e-22
"1985-2" 1.72800992016697e-25
"1985-3" 2.10943856801953e-28
"1985-4" 0
"1985-5" 0
"1985-6" 0.106464497745037
"1985-7" 0.430489033460617
"1985-8" 0.424033790826797
"1985-9" 0.167173579335213
"1985-10" 3.84711756851175e-06
"1985-11" 3.39268205000985e-14
"1985-12" 1.0998306748249e-17
"1986-1" 0
"1986-2" 0
"1986-3" 0
"1986-4" 0
"1986-5" 0
"1986-6" 0.0860658958554268
"1986-7" 0.485601603984833
"1986-8" 0.452537894248962
"1986-9" 0.146530508995056
"1986-10" 0
"1986-11" 0
"1986-12" 0
"1987-1" 0
"1987-2" 0
"1987-3" 0
"1987-4" 0
"1987-5" 0
"1987-6" 0.0455964580178261
"1987-7" 0.484858691692352
"1987-8" 0.492161303758621
"1987-9" 0.261326402425766
"1987-10" 0
"1987-11" 0
"1987-12" 0
"1988-1" 0
"1988-2" 0
"1988-3" 0
"1988-4" 0
"1988-5" 0
"1988-6" 0.085346631705761
"1988-7" 0.467645734548569
"1988-8" 0.431351244449615
"1988-9" 0.181391432881355
"1988-10" 0
"1988-11" 0
"1988-12" 0
"1989-1" 0
"1989-2" 0
"1989-3" 0
"1989-4" 0
"1989-5" 0
"1989-6" 0.0366532579064369
"1989-7" 0.424899995326996
"1989-8" 0.406593978404999
"1989-9" 0.182628959417343
"1989-10" 0
"1989-11" 0
"1989-12" 0
"1990-1" 0
"1990-2" 0
"1990-3" 0
"1990-4" 0
"1990-5" 0
"1990-6" 0.122724890708923
"1990-7" 0.405306369066238
"1990-8" 0.396017462015152
"1990-9" 0.244462966918945
"1990-10" 0
"1990-11" 0
"1990-12" 0
"1991-1" 0
"1991-2" 0
"1991-3" 0
"1991-4" 0
"1991-5" 0
"1991-6" 0.0699947103857994
"1991-7" 0.449877768754959
"1991-8" 0.420267194509506
"1991-9" 0.23954963684082
"1991-10" 0
"1991-11" 0
"1991-12" 0
"1992-1" 0
"1992-2" 0
"1992-3" 0
"1992-4" 0
"1992-5" 0
"1992-6" 0.0222296733409166
"1992-7" 0.370158344507217
"1992-8" 0.387749761343002
"1992-9" 0.19170568883419
"1992-10" 0
"1992-11" 0
"1992-12" 0
"1993-1" 0
"1993-2" 0
"1993-3" 0
"1993-4" 0
"1993-5" 0
"1993-6" 0.102932058274746
"1993-7" 0.359596252441406
"1993-8" 0.371686637401581
"1993-9" 0.248100027441978
"1993-10" 0.000293270801194012
"1993-11" 0
"1993-12" 0
"1994-1" 0
"1994-2" 0
"1994-3" 0
"1994-4" 0
"1994-5" 0
"1994-6" 0.045904528349638
"1994-7" 0.41033262014389
"1994-8" 0.378031969070435
"1994-9" 0.120079107582569
"1994-10" 0
"1994-11" 0
"1994-12" 0
"1995-1" 0
"1995-2" 0
"1995-3" 0
"1995-4" 0
"1995-5" 0
"1995-6" 0.0740619525313377
"1995-7" 0.383895814418793
"1995-8" 0.411423236131668
"1995-9" 0.156548902392387
"1995-10" 0
"1995-11" 0
"1995-12" 0
"1996-1" 0
"1996-2" 0
"1996-3" 0
"1996-4" 0
"1996-5" 0
"1996-6" 0.0221357513219118
"1996-7" 0.368106544017792
"1996-8" 0.393183052539825
"1996-9" 0.103558294475079
"1996-10" 0
"1996-11" 0
"1996-12" 0
"1997-1" 0
"1997-2" 0
"1997-3" 0
"1997-4" 0
"1997-5" 0
"1997-6" 0.0655065476894379
"1997-7" 0.384247124195099
"1997-8" 0.388312458992004
"1997-9" 0.190698012709618
