"date" "mswc1"
"1982-1" 0.688192188739777
"1982-2" 0.688192188739777
"1982-3" 0.688192188739777
"1982-4" 0.688192188739777
"1982-5" 0.688192188739777
"1982-6" 0.687428295612335
"1982-7" 0.636942386627197
"1982-8" 0.609040021896362
"1982-9" 0.74800843000412
"1982-10" 0.773327529430389
"1982-11" 0.773009717464447
"1982-12" 0.773009717464447
"1983-1" 0.773009717464447
"1983-2" 0.773009717464447
"1983-3" 0.773009717464447
"1983-4" 0.773009717464447
"1983-5" 0.773009717464447
"1983-6" 0.772248208522797
"1983-7" 0.632838428020477
"1983-8" 0.693118155002594
"1983-9" 0.767900228500366
"1983-10" 0.766273379325867
"1983-11" 0.766143500804901
"1983-12" 0.766143500804901
"1984-1" 0.766143500804901
"1984-2" 0.766143500804901
"1984-3" 0.766143500804901
"1984-4" 0.766143500804901
"1984-5" 0.766143500804901
"1984-6" 0.762903153896332
"1984-7" 0.646726965904236
"1984-8" 0.631656467914581
"1984-9" 0.770127952098846
"1984-10" 0.774724364280701
"1984-11" 0.773111581802368
"1984-12" 0.773111581802368
"1985-1" 0.773111581802368
"1985-2" 0.773111581802368
"1985-3" 0.773111581802368
"1985-4" 0.773111581802368
"1985-5" 0.773111581802368
"1985-6" 0.7686488032341
"1985-7" 0.604987800121307
"1985-8" 0.566767036914825
"1985-9" 0.689626514911652
"1985-10" 0.771901667118073
"1985-11" 0.772512555122375
"1985-12" 0.772512555122375
"1986-1" 0.772512555122375
"1986-2" 0.772512555122375
"1986-3" 0.772512555122375
"1986-4" 0.772512555122375
"1986-5" 0.772512555122375
"1986-6" 0.773094177246094
"1986-7" 0.616388440132141
"1986-8" 0.512882173061371
"1986-9" 0.727749884128571
"1986-10" 0.75542414188385
"1986-11" 0.75542414188385
"1986-12" 0.75542414188385
"1987-1" 0.75542414188385
"1987-2" 0.75542414188385
"1987-3" 0.75542414188385
"1987-4" 0.75542414188385
"1987-5" 0.75542414188385
"1987-6" 0.754664778709412
"1987-7" 0.611000537872314
"1987-8" 0.558194577693939
"1987-9" 0.712626576423645
"1987-10" 0.710421204566956
"1987-11" 0.710411489009857
"1987-12" 0.710411489009857
"1988-1" 0.710411489009857
"1988-2" 0.710411489009857
"1988-3" 0.710411489009857
"1988-4" 0.710411489009857
"1988-5" 0.710411489009857
"1988-6" 0.708885073661804
"1988-7" 0.61004626750946
"1988-8" 0.704828143119812
"1988-9" 0.76915043592453
"1988-10" 0.773130595684052
"1988-11" 0.773130595684052
"1988-12" 0.773130595684052
"1989-1" 0.773130595684052
"1989-2" 0.773130595684052
"1989-3" 0.773130595684052
"1989-4" 0.773130595684052
"1989-5" 0.773130595684052
"1989-6" 0.771051347255707
"1989-7" 0.707763254642487
"1989-8" 0.738968431949615
"1989-9" 0.767381131649017
"1989-10" 0.772757232189178
"1989-11" 0.772757232189178
"1989-12" 0.772757232189178
"1990-1" 0.772757232189178
"1990-2" 0.772757232189178
"1990-3" 0.772757232189178
"1990-4" 0.772757232189178
"1990-5" 0.772757232189178
"1990-6" 0.753708958625793
"1990-7" 0.633207499980927
"1990-8" 0.68692672252655
"1990-9" 0.751037240028381
"1990-10" 0.746439278125763
"1990-11" 0.746424734592438
"1990-12" 0.746424734592438
"1991-1" 0.746424734592438
"1991-2" 0.746424734592438
"1991-3" 0.746424734592438
"1991-4" 0.746424734592438
"1991-5" 0.746424734592438
"1991-6" 0.744302690029144
"1991-7" 0.690139412879944
"1991-8" 0.740171253681183
"1991-9" 0.774362444877625
"1991-10" 0.772714674472809
"1991-11" 0.772641837596893
"1991-12" 0.772641837596893
"1992-1" 0.772641837596893
"1992-2" 0.772641837596893
"1992-3" 0.772641837596893
"1992-4" 0.772641837596893
"1992-5" 0.772641837596893
"1992-6" 0.772062242031097
"1992-7" 0.675623416900635
"1992-8" 0.637178838253021
"1992-9" 0.688030779361725
"1992-10" 0.688896059989929
"1992-11" 0.688896059989929
"1992-12" 0.688896059989929
"1993-1" 0.688896059989929
"1993-2" 0.688896059989929
"1993-3" 0.688896059989929
"1993-4" 0.688896059989929
