"date" "minterc"
"1998-2" 0.0377005971968174
"1998-3" 0.173140168190002
"1998-4" 0.552302539348602
"1998-5" 1.5032103061676
"1998-6" 2.19289326667786
"1998-7" 7.18506622314453
"1998-8" 5.45080757141113
"1998-9" 6.3782958984375
"1998-10" 6.02537107467651
"1998-11" 0.534175276756287
"1998-12" 0
"1999-1" 0.0293278321623802
"1999-2" 0
"1999-3" 0.0228718835860491
"1999-4" 0.0597210302948952
"1999-5" 2.31232953071594
"1999-6" 1.89009046554565
"1999-7" 3.71791934967041
"1999-8" 11.3445892333984
"1999-9" 5.83298492431641
"1999-10" 5.2463002204895
"1999-11" 2.38960599899292
"1999-12" 0.0180226247757673
"2000-1" 0.0623817965388298
"2000-2" 0
"2000-3" 0.064535491168499
"2000-4" 0.505419194698334
"2000-5" 3.28667998313904
"2000-6" 5.48595142364502
"2000-7" 6.07842397689819
"2000-8" 5.8140754699707
"2000-9" 7.3776683807373
"2000-10" 7.17644262313843
"2000-11" 0.178694099187851
"2000-12" 0.0417801477015018
"2001-1" 0
"2001-2" 0.106045871973038
"2001-3" 0.143161773681641
"2001-4" 0.864727139472961
"2001-5" 0.779430687427521
"2001-6" 4.73285150527954
"2001-7" 6.02114772796631
"2001-8" 5.66070413589478
"2001-9" 5.85868692398071
"2001-10" 3.8182065486908
"2001-11" 0.819577932357788
"2001-12" 0
"2002-1" 0.0843039751052856
"2002-2" 0.187560603022575
"2002-3" 0.472639709711075
"2002-4" 0.672386527061462
"2002-5" 1.4087883234024
"2002-6" 2.56746935844421
"2002-7" 5.02943754196167
"2002-8" 6.16750955581665
"2002-9" 6.08258056640625
"2002-10" 5.49850082397461
"2002-11" 2.49846220016479
"2002-12" 0.0589577853679657
"2003-1" 0
"2003-2" 0.125586450099945
"2003-3" 0.363638937473297
"2003-4" 2.39419174194336
"2003-5" 2.84006667137146
"2003-6" 6.38406038284302
"2003-7" 6.07057428359985
"2003-8" 10.5476980209351
"2003-9" 6.58077669143677
"2003-10" 2.27967834472656
"2003-11" 2.03150963783264
"2003-12" 0.477527678012848
"2004-1" 0
"2004-2" 0.0732939392328262
"2004-3" 0.283727049827576
"2004-4" 3.30473256111145
"2004-5" 3.87565994262695
"2004-6" 4.27657079696655
"2004-7" 7.14223766326904
"2004-8" 10.0252027511597
"2004-9" 6.09657287597656
"2004-10" 7.88267135620117
"2004-11" 0.27480274438858
"2004-12" 0.220483556389809
"2005-1" 0.091600313782692
"2005-2" 0
"2005-3" 0.496091991662979
"2005-4" 0.94661808013916
"2005-5" 1.03522098064423
"2005-6" 5.13565731048584
"2005-7" 6.99974632263184
"2005-8" 7.92098140716553
"2005-9" 9.4940071105957
"2005-10" 3.73020339012146
"2005-11" 0.966648161411285
"2005-12" 0.0601752027869225
"2006-1" 0.0551517345011234
"2006-2" 0.0895340964198112
"2006-3" 0.378797382116318
"2006-4" 0.712717115879059
"2006-5" 3.90632748603821
"2006-6" 4.20489311218262
"2006-7" 8.86038494110107
"2006-8" 5.73041915893555
"2006-9" 6.77416515350342
"2006-10" 5.15057229995728
"2006-11" 0.620081782341003
"2006-12" 0
"2007-1" 0.068757064640522
"2007-2" 0
"2007-3" 0.59346741437912
"2007-4" 0.895841360092163
"2007-5" 3.5953311920166
"2007-6" 3.18332958221436
"2007-7" 7.70601844787598
"2007-8" 6.55864667892456
"2007-9" 6.88187313079834
"2007-10" 3.08203434944153
"2007-11" 0.908801913261414
"2007-12" 0
"2008-1" 0
"2008-2" 0.0909981355071068
"2008-3" 0.426549106836319
"2008-4" 2.56990742683411
"2008-5" 4.93686246871948
"2008-6" 1.96376812458038
"2008-7" 9.33140754699707
"2008-8" 8.46260929107666
"2008-9" 5.73709154129028
"2008-10" 3.63936734199524
"2008-11" 0.492001593112946
"2008-12" 0
"2009-1" 0.0817854255437851
"2009-2" 0.0283735170960426
"2009-3" 0.766722202301025
"2009-4" 1.67696475982666
"2009-5" 3.46590614318848
"2009-6" 5.41032552719116
"2009-7" 3.31416010856628
"2009-8" 10.1176557540894
"2009-9" 8.75397205352783
"2009-10" 5.03039121627808
"2009-11" 0.264220088720322
"2009-12" 0.619744658470154
"2010-1" 0.492449909448624
"2010-2" 0.12180932611227
"2010-3" 1.14385581016541
"2010-4" 1.3595153093338
"2010-5" 3.66855692863464
"2010-6" 2.31668782234192
"2010-7" 10.6740016937256
"2010-8" 4.53396034240723
"2010-9" 8.1898307800293
"2010-10" 4.91290521621704
"2010-11" 1.23572862148285
"2010-12" 0.286009967327118
"2011-1" 0.0904692411422729
"2011-2" 0
"2011-3" 0.547734200954437
"2011-4" 2.0168879032135
"2011-5" 5.41208410263062
"2011-6" 6.35406637191772
"2011-7" 7.66941976547241
"2011-8" 9.46974563598633
"2011-9" 7.16146945953369
"2011-10" 6.25648212432861
"2011-11" 0.548966944217682
"2011-12" 0.0105051835998893
