"date" "mfirec"
"1982-1" 56.7263107299805
"1982-2" 8.65367031097412
"1982-3" 0.757490515708923
"1982-4" 0
"1982-5" 0.187825977802277
"1982-6" 0
"1982-7" 0
"1982-8" 0
"1982-9" 0
"1982-10" 0
"1982-11" 0.0420288927853107
"1982-12" 32.1018562316895
"1983-1" 57.1213493347168
"1983-2" 9.00009822845459
"1983-3" 0.770786643028259
"1983-4" 0
"1983-5" 0.174801006913185
"1983-6" 0
"1983-7" 0
"1983-8" 0
"1983-9" 0
"1983-10" 0
"1983-11" 0.0463931523263454
"1983-12" 31.241491317749
"1984-1" 56.4258804321289
"1984-2" 8.81632232666016
"1984-3" 0.746260285377502
"1984-4" 0
"1984-5" 0.165192559361458
"1984-6" 0
"1984-7" 0
"1984-8" 0
"1984-9" 0
"1984-10" 0
"1984-11" 0.041175227612257
"1984-12" 27.5022258758545
"1985-1" 47.4982986450195
"1985-2" 6.95859622955322
"1985-3" 0.58255797624588
"1985-4" 0
"1985-5" 0.151830732822418
"1985-6" 0
"1985-7" 0
"1985-8" 0
"1985-9" 0
"1985-10" 0
"1985-11" 0.0283875614404678
"1985-12" 24.560640335083
"1986-1" 34.1600074768066
"1986-2" 5.2459716796875
"1986-3" 0.451964944601059
"1986-4" 0
"1986-5" 0.114747606217861
"1986-6" 0
"1986-7" 0
"1986-8" 0
"1986-9" 0
"1986-10" 0
"1986-11" 0.0281108282506466
"1986-12" 22.639087677002
"1987-1" 37.4341354370117
"1987-2" 5.56667184829712
"1987-3" 0.47752457857132
"1987-4" 0
"1987-5" 0.130395755171776
"1987-6" 0
"1987-7" 0
"1987-8" 0
"1987-9" 0
"1987-10" 0
"1987-11" 0.0269188210368156
"1987-12" 23.5217590332031
"1988-1" 60.3992691040039
"1988-2" 8.83744812011719
"1988-3" 0.768981993198395
"1988-4" 0
"1988-5" 0.190965265035629
"1988-6" 0
"1988-7" 0
"1988-8" 0
"1988-9" 0
"1988-10" 0
"1988-11" 0.0348989367485046
"1988-12" 30.1571826934814
"1989-1" 29.4190883636475
"1989-2" 4.85497713088989
"1989-3" 0.418664932250977
"1989-4" 0
"1989-5" 0.11817729473114
"1989-6" 0
"1989-7" 0
"1989-8" 0
"1989-9" 0
"1989-10" 0
"1989-11" 0.0335714071989059
"1989-12" 20.2516345977783
"1990-1" 68.9013748168945
"1990-2" 10.0669927597046
"1990-3" 0.848239541053772
"1990-4" 0
"1990-5" 0.191828280687332
"1990-6" 0
"1990-7" 0
"1990-8" 0
"1990-9" 0
"1990-10" 0
"1990-11" 0.0397288054227829
"1990-12" 34.021858215332
"1991-1" 62.3698387145996
"1991-2" 9.48885440826416
"1991-3" 0.82325541973114
"1991-4" 0
"1991-5" 0.164314031600952
"1991-6" 0
"1991-7" 0
"1991-8" 0
"1991-9" 0
"1991-10" 0
"1991-11" 0.0425486974418163
"1991-12" 32.6450042724609
"1992-1" 55.8697242736816
"1992-2" 8.63407230377197
"1992-3" 0.758039891719818
"1992-4" 0
"1992-5" 0.185911819338799
"1992-6" 0
"1992-7" 0
"1992-8" 0
"1992-9" 0
"1992-10" 0
"1992-11" 0.0409123115241528
"1992-12" 30.2640762329102
"1993-1" 33.8599967956543
"1993-2" 5.54910326004028
"1993-3" 0.475415229797363
"1993-4" 0
"1993-5" 0.132941395044327
"1993-6" 0
"1993-7" 0
"1993-8" 0
"1993-9" 0
"1993-10" 0
"1993-11" 0.0376620590686798
