"date" "vegc"
"1982-1" 2952.38061523438
"1983-1" 2767.04077148438
"1984-1" 2848.3056640625
"1985-1" 2999.22412109375
"1986-1" 3033.5859375
"1987-1" 2966.486328125
"1988-1" 3070.00927734375
"1989-1" 3046.93603515625
"1990-1" 2960.78833007812
"1991-1" 2968.87817382812
"1992-1" 3051.13623046875
"1993-1" 3100.30297851562
"1994-1" 3153.24072265625
"1995-1" 3184.580078125
"1996-1" 3122.05517578125
"1997-1" 2973.43383789062
"1998-1" 2876.73486328125
"1999-1" 2877.75463867188
"2000-1" 2897.4482421875
"2001-1" 2919.6416015625
"2002-1" 2947.849609375
"2003-1" 3042.51489257812
"2004-1" 3064.80859375
"2005-1" 2951.16796875
"2006-1" 2935.27880859375
"2007-1" 2933.31323242188
"2008-1" 3038.88818359375
"2009-1" 3069.05297851562
"2010-1" 3131.05419921875
"2011-1" 3187.5087890625
