"date" "mrh"
"1997-8" 12.0393943786621
"1997-9" 11.6802387237549
"1997-10" 12.0990447998047
"1997-11" 11.7362594604492
"1997-12" 11.8670406341553
"1998-1" 13.2186651229858
"1998-2" 11.2946147918701
"1998-3" 12.3732433319092
"1998-4" 11.9596681594849
"1998-5" 12.3449172973633
"1998-6" 11.9340982437134
"1998-7" 12.3192052841187
"1998-8" 12.3045845031738
"1998-9" 11.8961181640625
"1998-10" 12.2810201644897
"1998-11" 11.8735074996948
"1998-12" 11.8091430664062
"1999-1" 12.85240650177
"1999-2" 11.066650390625
"1999-3" 12.1055212020874
"1999-4" 11.6640272140503
"1999-5" 12.0126504898071
"1999-6" 11.5833940505981
"1999-7" 11.9570875167847
"1999-8" 11.942795753479
"1999-9" 11.5462312698364
