"date" "mgpp"
"1982-1" 19.0722007751465
"1982-2" 74.5730667114258
"1982-3" 39.4719772338867
"1982-4" 32.4435386657715
"1982-5" 117.103973388672
"1982-6" 149.444763183594
"1982-7" 140.872665405273
"1982-8" 147.946594238281
"1982-9" 147.376327514648
"1982-10" 148.91716003418
"1982-11" 154.360778808594
"1982-12" 70.3587493896484
"1983-1" 38.1095542907715
"1983-2" 3.90759301185608
"1983-3" 0.000337063887855038
"1983-4" 0.000202652910957113
"1983-5" 85.6723861694336
"1983-6" 112.438835144043
"1983-7" 115.935623168945
"1983-8" 122.376258850098
"1983-9" 129.554885864258
"1983-10" 135.819961547852
"1983-11" 137.639282226562
"1983-12" 59.0329399108887
"1984-1" 27.7608299255371
"1984-2" 1.49591600894928
"1984-3" 26.1818084716797
"1984-4" 61.585693359375
"1984-5" 85.1981048583984
"1984-6" 98.4637222290039
"1984-7" 98.900390625
"1984-8" 101.08861541748
"1984-9" 105.078353881836
"1984-10" 103.219299316406
"1984-11" 110.075706481934
"1984-12" 70.4900512695312
"1985-1" 48.1540908813477
"1985-2" 29.9654388427734
"1985-3" 50.1186141967773
"1985-4" 87.9782867431641
"1985-5" 102.89429473877
"1985-6" 107.686080932617
"1985-7" 105.23233795166
"1985-8" 110.737510681152
"1985-9" 109.366241455078
"1985-10" 121.162979125977
"1985-11" 118.474655151367
"1985-12" 94.7280578613281
"1986-1" 44.4286727905273
"1986-2" 49.6113090515137
"1986-3" 75.646728515625
"1986-4" 40.651912689209
"1986-5" 97.1799087524414
"1986-6" 126.541625976562
"1986-7" 128.226013183594
"1986-8" 135.399215698242
"1986-9" 132.709014892578
"1986-10" 135.854522705078
"1986-11" 117.720825195312
"1986-12" 55.9127311706543
"1987-1" 23.7923526763916
"1987-2" 0.000637024291791022
"1987-3" 30.7532939910889
"1987-4" 108.901092529297
"1987-5" 108.436485290527
"1987-6" 124.796508789062
"1987-7" 137.293762207031
"1987-8" 137.897994995117
"1987-9" 134.703308105469
"1987-10" 141.939224243164
"1987-11" 110.734710693359
"1987-12" 53.3725090026855
"1988-1" 66.1580429077148
"1988-2" 10.1165914535522
"1988-3" 83.4064483642578
"1988-4" 98.3825454711914
"1988-5" 105.90380859375
"1988-6" 132.215209960938
"1988-7" 137.061721801758
"1988-8" 131.835845947266
"1988-9" 124.532615661621
"1988-10" 139.561264038086
"1988-11" 111.175857543945
"1988-12" 84.0138092041016
"1989-1" 36.4175987243652
"1989-2" 0.853671908378601
"1989-3" 0.000149331288412213
"1989-4" 50.8030166625977
"1989-5" 107.739692687988
"1989-6" 136.859924316406
"1989-7" 134.353530883789
"1989-8" 134.609710693359
"1989-9" 144.715347290039
"1989-10" 157.920013427734
"1989-11" 140.322021484375
"1989-12" 66.6195983886719
"1990-1" 72.6523895263672
"1990-2" 12.0079069137573
"1990-3" 6.15897035598755
"1990-4" 54.0469551086426
"1990-5" 92.9708557128906
"1990-6" 138.517715454102
"1990-7" 128.091339111328
"1990-8" 134.109420776367
"1990-9" 131.56819152832
"1990-10" 141.948379516602
"1990-11" 133.954208374023
"1990-12" 86.8371658325195
"1991-1" 21.5223827362061
"1991-2" 56.8364562988281
"1991-3" 32.7838172912598
"1991-4" 69.5335693359375
"1991-5" 105.779441833496
"1991-6" 134.735046386719
"1991-7" 127.586631774902
"1991-8" 130.532470703125
"1991-9" 131.64111328125
"1991-10" 130.329376220703
"1991-11" 137.185836791992
"1991-12" 67.4209823608398
"1992-1" 41.8308486938477
"1992-2" 4.24451398849487
"1992-3" 20.3008708953857
"1992-4" 102.671073913574
"1992-5" 125.695960998535
"1992-6" 130.460388183594
"1992-7" 133.535934448242
"1992-8" 123.636131286621
"1992-9" 136.367477416992
"1992-10" 136.098678588867
"1992-11" 134.84700012207
"1992-12" 68.9500961303711
"1993-1" 34.5147705078125
"1993-2" 3.1674952507019
"1993-3" 26.0340900421143
"1993-4" 98.7582855224609
"1993-5" 133.611511230469
"1993-6" 139.23503112793
"1993-7" 137.047241210938
"1993-8" 143.883163452148
"1993-9" 150.622192382812
"1993-10" 148.500534057617
"1993-11" 126.20580291748
"1993-12" 76.6491928100586
"1994-1" 57.4149627685547
"1994-2" 7.90652990341187
"1994-3" 7.11206769943237
"1994-4" 32.581974029541
"1994-5" 123.130256652832
"1994-6" 134.325408935547
"1994-7" 146.215621948242
"1994-8" 141.732299804688
"1994-9" 152.177459716797
"1994-10" 150.480743408203
"1994-11" 155.840484619141
"1994-12" 86.1132431030273
"1995-1" 64.8949432373047
"1995-2" 49.5362396240234
"1995-3" 47.4321746826172
"1995-4" 143.388946533203
"1995-5" 115.253112792969
"1995-6" 141.228088378906
"1995-7" 141.701766967773
"1995-8" 136.221313476562
"1995-9" 148.724334716797
"1995-10" 141.93571472168
"1995-11" 137.819152832031
"1995-12" 64.9174346923828
"1996-1" 36.2245941162109
"1996-2" 0.00187380821444094
"1996-3" 0.00173728389199823
"1996-4" 63.5278282165527
"1996-5" 128.426010131836
"1996-6" 141.427474975586
"1996-7" 145.178573608398
"1996-8" 154.81298828125
"1996-9" 142.618865966797
"1996-10" 150.581802368164
"1996-11" 148.860992431641
