"date" "vegc"
"1982-1" 2932.84716796875
"1983-1" 2728.099609375
"1984-1" 2815.3271484375
"1985-1" 2979.46508789062
"1986-1" 3022.31225585938
"1987-1" 2942.71459960938
"1988-1" 3056.38549804688
"1989-1" 2970.8125
"1990-1" 2884.11010742188
"1991-1" 2849.13012695312
"1992-1" 2926.8310546875
"1993-1" 2984.87915039062
"1994-1" 3020.06982421875
"1995-1" 3060.2197265625
"1996-1" 2981.22485351562
"1997-1" 2834.2041015625
"1998-1" 2737.826171875
"1999-1" 2751.287109375
"2000-1" 2751.6142578125
"2001-1" 2786.30322265625
"2002-1" 2839.46752929688
"2003-1" 2925.48022460938
"2004-1" 2918.16162109375
"2005-1" 2799.69946289062
"2006-1" 2798.66064453125
"2007-1" 2813.88256835938
"2008-1" 2914.17553710938
"2009-1" 2964.34521484375
"2010-1" 3056.29223632812
"2011-1" 3127.06005859375
