"date" "fpc NatStand" "fpc TrBE" "fpc TrBR" "fpc TeNE" "fpc TeBE" "fpc TeBS" "fpc BoNE" "fpc BoBS" "fpc BoNS" "fpc TrH" "fpc TeH" "fpc PoH"
"1982-1" 0.921000003814697 0.672161270422237 0.00354547666061478 0 0 0 0 0 0 0.000126379371271051 0 0
"1983-1" 0.917999982833862 0.461338215665009 0.00320070879136658 0 0 0 0 0 0 0.000232545513443976 0 0
"1984-1" 0.916999995708466 0.521660627069522 0.00436951540600772 0 0 0 0 0 0 0.000200761023624134 0 0
"1985-1" 0.915000021457672 0.625116563197821 0.00655219738370411 0 0 0 0 0 0 0.000145789134038862 0 0
"1986-1" 0.913999974727631 0.629440584898333 0.00780620826989348 0 0 0 0 0 0 0.000142401096635465 0 0
"1987-1" 0.913999974727631 0.6050862340512 0.0094758467624606 0 0 0 0 0 0 0.000154068477615545 0 0
"1988-1" 0.91100001335144 0.667771082651257 0.0120543531819191 0 0 0 0 0 0 0.000119047437283696 0 0
"1989-1" 0.907000005245209 0.632488853834037 0.0142503857691656 0 0 0 0 0 0 0.000134031943267695 0 0
"1990-1" 0.902999997138977 0.611343095749817 0.0155687248884098 0 0 0 0 0 0 0.000142198300411685 0 0
"1991-1" 0.902999997138977 0.603351511414537 0.0173548359004398 0 0 0 0 0 0 0.000145403882828273 0 0
"1992-1" 0.902999997138977 0.637470014996204 0.0214183794438232 0 0 0 0 0 0 0.000125797004447821 0 0
"1993-1" 0.898000001907349 0.660862541648726 0.0251361577485931 0 0 0 0 0 0 0.000109268124985811 0 0
"1994-1" 0.897000014781952 0.667758751727344 0.0283708290588192 0 0 0 0 0 0 0.000103528576273544 0 0
"1995-1" 0.89300000667572 0.685945421757175 0.0308636292701014 0 0 0 0 0 0 9.07988191123175e-05 0 0
"1996-1" 0.89300000667572 0.652624926379453 0.0334064502456686 0 0 0 0 0 0 0.000106707049240031 0 0
"1997-1" 0.887000024318695 0.572596268199764 0.0338904807285283 0 0 0 0 0 0 0.000144511668379269 0 0
"1998-1" 0.881999969482422 0.541257176625777 0.0325403533867217 0 0 0 0 0 0 0.000158736842954643 0 0
"1999-1" 0.880999982357025 0.5474959223301 0.033787836921835 0 0 0 0 0 0 0.00015437306407773 0 0
"2000-1" 0.874000012874603 0.554027710969578 0.0377068527158413 0 0 0 0 0 0 0.000145417527022128 0 0
"2001-1" 0.870999991893768 0.568561715258564 0.040058309700054 0 0 0 0 0 0 0.000135199873875997 0 0
"2002-1" 0.867999970912933 0.593984439495493 0.0416301404443404 0 0 0 0 0 0 0.000119775902133226 0 0
"2003-1" 0.865000009536743 0.636163973073479 0.0455752161885856 0 0 0 0 0 0 9.44716538517337e-05 0 0
"2004-1" 0.861999988555908 0.628309081795919 0.0483619272993785 0 0 0 0 0 0 9.55435230255881e-05 0 0
"2005-1" 0.860000014305115 0.552001051547933 0.0492108898599906 0 0 0 0 0 0 0.000133346983528826 0 0
"2006-1" 0.860000014305115 0.558282656419266 0.0538901905738784 0 0 0 0 0 0 0.000127728044550197 0 0
"2007-1" 0.860000014305115 0.562159193568327 0.0582288622111031 0 0 0 0 0 0 0.000123503625235364 0 0
"2008-1" 0.860000014305115 0.607490816684503 0.0650170311715774 0 0 0 0 0 0 9.66645874795266e-05 0 0
"2009-1" 0.860000014305115 0.623621004464255 0.0687756767388112 0 0 0 0 0 0 8.63964632845772e-05 0 0
"2010-1" 0.860000014305115 0.658285320026131 0.0705984757662952 0 0 0 0 0 0 6.75434224424948e-05 0 0
"2011-1" 0.860000014305115 0.677149510918376 0.0734694904388853 0 0 0 0 0 0 5.63058510940975e-05 0 0
