"date" "vegc"
"1982-1" 2945.30786132812
"1983-1" 2740.38842773438
"1984-1" 2827.59228515625
"1985-1" 2992.044921875
"1986-1" 3034.59521484375
"1987-1" 2954.83349609375
"1988-1" 3068.93139648438
"1989-1" 2983.9638671875
"1990-1" 2896.603515625
"1991-1" 2866.29077148438
"1992-1" 2943.8095703125
"1993-1" 3002.40014648438
"1994-1" 3037.32543945312
"1995-1" 3075.43334960938
"1996-1" 2997.20043945312
"1997-1" 2848.52392578125
"1998-1" 2751.9580078125
"1999-1" 2768.60229492188
"2000-1" 2772.78881835938
"2001-1" 2807.02392578125
"2002-1" 2859.50024414062
"2003-1" 2945.1142578125
"2004-1" 2938.888671875
"2005-1" 2820.69873046875
"2006-1" 2828.74584960938
"2007-1" 2845.55615234375
"2008-1" 2947.01245117188
"2009-1" 2998.5927734375
"2010-1" 3085.65991210938
"2011-1" 3158.94360351562
