"date" "vegc"
"1982-1" 3388.70336914062
"1983-1" 3203.0322265625
"1984-1" 3305.01806640625
"1985-1" 3440.17846679688
"1986-1" 3460.22436523438
"1987-1" 3496.90258789062
"1988-1" 3593.13549804688
"1989-1" 3567.99365234375
"1990-1" 3480.52368164062
"1991-1" 3507.2060546875
"1992-1" 3602.87719726562
"1993-1" 3670.99267578125
"1994-1" 3724.76806640625
"1995-1" 3741.97387695312
"1996-1" 3667.78588867188
"1997-1" 3531.32470703125
"1998-1" 3438.177734375
"1999-1" 3458.54370117188
"2000-1" 3451.7265625
"2001-1" 3488.54174804688
"2002-1" 3494.1279296875
"2003-1" 3583.7431640625
"2004-1" 3606.06323242188
"2005-1" 3493.43701171875
"2006-1" 3429.11499023438
"2007-1" 3439.6787109375
"2008-1" 3543.5205078125
"2009-1" 3572.91577148438
"2010-1" 3634.17602539062
"2011-1" 3705.11279296875
