"date" "mnpp"
"1982-1" -53.3117637634277
"1982-2" -19.2953834533691
"1982-3" -27.1698913574219
"1982-4" -44.0873565673828
"1982-5" 22.5144481658936
"1982-6" 48.2496871948242
"1982-7" 41.2284698486328
"1982-8" 50.2110252380371
"1982-9" 50.4559326171875
"1982-10" 49.6436538696289
"1982-11" 49.3111038208008
"1982-12" -31.847957611084
"1983-1" -45.3994598388672
"1983-2" -38.8384552001953
"1983-3" -45.3695945739746
"1983-4" -46.997989654541
"1983-5" 3.33029365539551
"1983-6" 25.3129940032959
"1983-7" 29.6529178619385
"1983-8" 35.3119010925293
"1983-9" 41.2296981811523
"1983-10" 42.6968612670898
"1983-11" 41.0867729187012
"1983-12" -30.953971862793
"1984-1" -32.6669387817383
"1984-2" -22.5511302947998
"1984-3" -20.9370441436768
"1984-4" -1.54753470420837
"1984-5" 18.8909511566162
"1984-6" 36.5759239196777
"1984-7" 37.2192192077637
"1984-8" 38.3312568664551
"1984-9" 41.6693649291992
"1984-10" 37.2552528381348
"1984-11" 43.9628295898438
"1984-12" 6.91331100463867
"1985-1" -20.2330646514893
"1985-2" -30.1191902160645
"1985-3" -1.65684795379639
"1985-4" 18.9541034698486
"1985-5" 31.8885345458984
"1985-6" 39.4647026062012
"1985-7" 39.4259605407715
"1985-8" 41.4798049926758
"1985-9" 43.1841468811035
"1985-10" 47.1120262145996
"1985-11" 46.0953483581543
"1985-12" 23.6806602478027
"1986-1" -41.4431762695312
"1986-2" -20.9660701751709
"1986-3" -10.7171125411987
"1986-4" -23.6086864471436
"1986-5" 9.99749374389648
"1986-6" 45.8224449157715
"1986-7" 47.6235656738281
"1986-8" 51.7274513244629
"1986-9" 52.3246536254883
"1986-10" 52.0019950866699
"1986-11" 31.9951782226562
"1986-12" -25.6830940246582
"1987-1" -46.8144111633301
"1987-2" -34.8339233398438
"1987-3" -34.4920120239258
"1987-4" 18.652099609375
"1987-5" 18.1575794219971
"1987-6" 37.6140022277832
"1987-7" 45.677864074707
"1987-8" 48.2174873352051
"1987-9" 47.3445892333984
"1987-10" 49.3940086364746
"1987-11" 18.9683094024658
"1987-12" -35.9123764038086
"1988-1" -16.8309803009033
"1988-2" -39.9457817077637
"1988-3" 6.09033870697021
"1988-4" 13.1225347518921
"1988-5" 18.4687175750732
"1988-6" 47.0032997131348
"1988-7" 52.1725463867188
