"date" "vegc"
"1982-1" 3153.57836914062
"1983-1" 2989.06787109375
"1984-1" 3083.666015625
"1985-1" 3222.94653320312
"1986-1" 3218.59814453125
"1987-1" 3219.67065429688
"1988-1" 3312.0478515625
"1989-1" 3300.69921875
"1990-1" 3212.4658203125
"1991-1" 3210.97045898438
"1992-1" 3302.8271484375
"1993-1" 3371.27490234375
"1994-1" 3425.00561523438
"1995-1" 3433.35375976562
"1996-1" 3368.18383789062
"1997-1" 3230.55932617188
"1998-1" 3134.69018554688
"1999-1" 3137.29736328125
"2000-1" 3131.68383789062
"2001-1" 3166.51513671875
"2002-1" 3124.59985351562
"2003-1" 3220.9267578125
"2004-1" 3250.14770507812
"2005-1" 3141.13232421875
"2006-1" 3166.626953125
"2007-1" 3124.8330078125
"2008-1" 3220.04248046875
"2009-1" 3233.59057617188
"2010-1" 3295.94873046875
"2011-1" 3366.80151367188
