"date" "mgpp"
"1982-1" 15.0862741470337
"1982-2" 57.9108543395996
"1982-3" 18.4377613067627
"1982-4" 25.1389293670654
"1982-5" 80.7046966552734
"1982-6" 136.631774902344
"1982-7" 130.146575927734
"1982-8" 135.215148925781
"1982-9" 134.70344543457
"1982-10" 136.41438293457
"1982-11" 148.784637451172
"1982-12" 65.466178894043
"1983-1" 28.6544990539551
"1983-2" 1.59319722652435
"1983-3" 2.78952211374417e-05
"1983-4" 2.27986820391379e-05
"1983-5" 76.4231491088867
"1983-6" 106.46745300293
"1983-7" 108.040069580078
"1983-8" 113.698768615723
"1983-9" 120.214813232422
"1983-10" 126.169799804688
"1983-11" 132.401260375977
"1983-12" 57.0718803405762
"1984-1" 21.186502456665
"1984-2" 0.639322698116302
"1984-3" 25.3349456787109
"1984-4" 58.6793365478516
"1984-5" 88.8092575073242
"1984-6" 108.405830383301
"1984-7" 108.517578125
"1984-8" 110.921531677246
"1984-9" 115.17652130127
"1984-10" 114.977828979492
"1984-11" 121.921859741211
"1984-12" 66.658561706543
"1985-1" 37.6468811035156
"1985-2" 6.01413774490356
"1985-3" 40.653938293457
"1985-4" 88.1449279785156
"1985-5" 109.815078735352
"1985-6" 115.192268371582
"1985-7" 111.958305358887
"1985-8" 118.072639465332
"1985-9" 116.077491760254
"1985-10" 129.485397338867
"1985-11" 127.520378112793
"1985-12" 90.9358749389648
"1986-1" 26.2833862304688
"1986-2" 33.7169914245605
"1986-3" 65.1756286621094
"1986-4" 22.2970027923584
"1986-5" 89.286506652832
"1986-6" 124.99600982666
"1986-7" 126.318336486816
"1986-8" 133.279800415039
"1986-9" 130.280136108398
"1986-10" 133.633056640625
"1986-11" 120.465972900391
"1986-12" 51.3920593261719
"1987-1" 14.0760822296143
"1987-2" 2.30059722525766e-05
"1987-3" 23.5540218353271
"1987-4" 102.197578430176
"1987-5" 101.611267089844
"1987-6" 121.714408874512
"1987-7" 133.594650268555
"1987-8" 133.717102050781
"1987-9" 130.534683227539
"1987-10" 137.730499267578
"1987-11" 115.011291503906
"1987-12" 48.6590118408203
"1988-1" 52.8798484802246
"1988-2" 1.63319003582001
"1988-3" 67.0071105957031
"1988-4" 94.3936996459961
"1988-5" 96.4111633300781
"1988-6" 133.257080078125
"1988-7" 137.234664916992
"1988-8" 131.698837280273
"1988-9" 124.072723388672
"1988-10" 139.940124511719
"1988-11" 115.794784545898
"1988-12" 80.926025390625
"1989-1" 18.3987140655518
"1989-2" 2.25279309233883e-05
"1989-3" 3.1162220693659e-05
"1989-4" 47.7308502197266
"1989-5" 94.0825271606445
"1989-6" 131.394256591797
"1989-7" 128.491088867188
"1989-8" 128.461334228516
"1989-9" 138.379043579102
"1989-10" 150.707794189453
"1989-11" 142.162216186523
"1989-12" 61.550163269043
"1990-1" 62.566707611084
"1990-2" 0.824743211269379
"1990-3" 4.03047513961792
"1990-4" 32.198112487793
"1990-5" 83.0441665649414
"1990-6" 139.499221801758
"1990-7" 127.951538085938
"1990-8" 133.891784667969
"1990-9" 131.411209106445
"1990-10" 141.874359130859
"1990-11" 138.133666992188
"1990-12" 75.2547302246094
"1991-1" 5.47625350952148
"1991-2" 41.3655395507812
"1991-3" 25.1183223724365
"1991-4" 61.8861846923828
"1991-5" 98.9054565429688
"1991-6" 135.995849609375
"1991-7" 127.801322937012
"1991-8" 130.302459716797
"1991-9" 131.961807250977
"1991-10" 130.915252685547
"1991-11" 141.971725463867
"1991-12" 64.0579986572266
"1992-1" 26.4217052459717
"1992-2" 0.00146752642467618
"1992-3" 14.4433736801147
"1992-4" 95.6519546508789
"1992-5" 123.378349304199
"1992-6" 130.938262939453
"1992-7" 133.555541992188
"1992-8" 123.309509277344
"1992-9" 136.229522705078
"1992-10" 136.263748168945
"1992-11" 139.654144287109
"1992-12" 67.4294052124023
"1993-1" 21.2939014434814
"1993-2" 3.25109540426638e-05
"1993-3" 18.0321788787842
"1993-4" 93.7913436889648
"1993-5" 135.216461181641
"1993-6" 137.479583740234
"1993-7" 135.199768066406
"1993-8" 141.886383056641
"1993-9" 147.768325805664
"1993-10" 146.36555480957
"1993-11" 128.457321166992
"1993-12" 72.9136276245117
"1994-1" 35.4690132141113
"1994-2" 0.00156792928464711
"1994-3" 5.77623081207275
"1994-4" 12.3983097076416
"1994-5" 115.985313415527
"1994-6" 131.035659790039
"1994-7" 141.557159423828
"1994-8" 136.635848999023
"1994-9" 146.761306762695
"1994-10" 146.087478637695
"1994-11" 157.404983520508
"1994-12" 80.04541015625
"1995-1" 49.3139915466309
"1995-2" 28.1931705474854
"1995-3" 24.3442096710205
"1995-4" 134.433547973633
"1995-5" 109.93936920166
"1995-6" 138.518325805664
"1995-7" 137.930389404297
"1995-8" 132.687561035156
"1995-9" 144.749237060547
"1995-10" 139.289611816406
"1995-11" 142.924957275391
"1995-12" 58.5998992919922
"1996-1" 21.5782623291016
"1996-2" 0.00151703401934355
"1996-3" 0.00159612647257745
"1996-4" 35.9671440124512
"1996-5" 122.062362670898
"1996-6" 135.581512451172
"1996-7" 138.889175415039
"1996-8" 147.724761962891
"1996-9" 136.426681518555
"1996-10" 144.650848388672
"1996-11" 150.418090820312
"1996-12" 62.6226081848145
"1997-1" 36.5596542358398
"1997-2" 13.5451602935791
"1997-3" 4.58078622817993
"1997-4" 72.0467376708984
"1997-5" 90.5783996582031
"1997-6" 137.813720703125
"1997-7" 138.821884155273
"1997-8" 141.633819580078
"1997-9" 141.976959228516
"1997-10" 134.526733398438
"1997-11" 130.989181518555
"1997-12" 71.8920669555664
