"date" "vegc"
"1982-1" 2931.65673828125
"1983-1" 2729.2666015625
"1984-1" 2817.63525390625
"1985-1" 2978.94506835938
"1986-1" 3015.46704101562
"1987-1" 2937.06909179688
"1988-1" 3048.73022460938
"1989-1" 2969.39672851562
"1990-1" 2881.95849609375
"1991-1" 2844.48461914062
"1992-1" 2924.24365234375
"1993-1" 2985.85595703125
"1994-1" 3021.7822265625
"1995-1" 3055.79638671875
"1996-1" 2980.900390625
"1997-1" 2831.5927734375
"1998-1" 2733.62524414062
"1999-1" 2751.99926757812
"2000-1" 2752.81909179688
"2001-1" 2786.83129882812
"2002-1" 2833.236328125
"2003-1" 2922.1357421875
"2004-1" 2921.68774414062
"2005-1" 2804.05444335938
"2006-1" 2804.34228515625
"2007-1" 2818.38916015625
"2008-1" 2916.23779296875
"2009-1" 2963.14428710938
"2010-1" 3046.68017578125
"2011-1" 3121.833984375
