"date" "vegc"
"1982-1" 3013.810546875
"1983-1" 2850.30029296875
"1984-1" 2926.11596679688
"1985-1" 3062.38696289062
"1986-1" 3095.24243164062
"1987-1" 3051.44165039062
"1988-1" 3148.35302734375
"1989-1" 3168.7109375
"1990-1" 3085.16357421875
"1991-1" 3117.359375
"1992-1" 3203.91479492188
"1993-1" 3250.7177734375
"1994-1" 3307.42529296875
"1995-1" 3274.38330078125
"1996-1" 3220.888671875
"1997-1" 3091.77807617188
"1998-1" 2994.8544921875
"1999-1" 2977.60375976562
"2000-1" 2983.30981445312
"2001-1" 3010.22485351562
"2002-1" 3025.7294921875
"2003-1" 3126.42211914062
"2004-1" 3146.58471679688
"2005-1" 3033.75317382812
"2006-1" 3040.21655273438
"2007-1" 3073.29516601562
"2008-1" 3178.6650390625
"2009-1" 3197.18701171875
"2010-1" 3249.4560546875
"2011-1" 3303.353515625
