"date" "vegc"
"1982-1" 61.6358947753906
"1983-1" 64.0088653564453
"1984-1" 118.583427429199
"1985-1" 134.215957641602
"1986-1" 98.0393447875977
"1987-1" 116.507835388184
"1988-1" 86.5419845581055
"1989-1" 66.9892196655273
"1990-1" 84.9483795166016
"1991-1" 121.616706848145
"1992-1" 136.188583374023
"1993-1" 110.431983947754
"1994-1" 57.5977973937988
"1995-1" 53.1424560546875
"1996-1" 65.6996002197266
"1997-1" 97.285026550293
"1998-1" 85.4966812133789
"1999-1" 56.741325378418
"2000-1" 56.720832824707
"2001-1" 88.2055358886719
"2002-1" 100.876495361328
"2003-1" 105.934143066406
"2004-1" 154.831573486328
"2005-1" 134.393157958984
"2006-1" 74.0329360961914
"2007-1" 62.1200256347656
"2008-1" 77.5930557250977
"2009-1" 84.9139785766602
"2010-1" 108.553024291992
"2011-1" 73.4978256225586
