"date" "mswc1"
"1982-1" 0.364673256874084
"1982-2" 0.424807012081146
"1982-3" 0.421243667602539
"1982-4" 0.377576738595963
"1982-5" 0.515171349048615
"1982-6" 0.603468716144562
"1982-7" 0.53066885471344
"1982-8" 0.653049886226654
"1982-9" 0.66875147819519
"1982-10" 0.584975898265839
"1982-11" 0.463303208351135
"1982-12" 0.356731534004211
"1983-1" 0.356541246175766
"1983-2" 0.362144857645035
"1983-3" 0.35917404294014
"1983-4" 0.357984364032745
"1983-5" 0.524149954319
"1983-6" 0.539903938770294
"1983-7" 0.639650464057922
"1983-8" 0.655566036701202
"1983-9" 0.666648745536804
"1983-10" 0.586684465408325
"1983-11" 0.435446321964264
"1983-12" 0.360614657402039
"1984-1" 0.363149285316467
"1984-2" 0.36222380399704
"1984-3" 0.401609152555466
"1984-4" 0.437364786863327
"1984-5" 0.5072922706604
"1984-6" 0.620713412761688
"1984-7" 0.641251444816589
"1984-8" 0.638565301895142
"1984-9" 0.639910876750946
"1984-10" 0.512684106826782
"1984-11" 0.50871616601944
"1984-12" 0.360889136791229
"1985-1" 0.372035026550293
"1985-2" 0.369615167379379
"1985-3" 0.421650856733322
"1985-4" 0.434033036231995
"1985-5" 0.544755458831787
"1985-6" 0.576048076152802
"1985-7" 0.646408975124359
"1985-8" 0.649057745933533
"1985-9" 0.64995014667511
"1985-10" 0.56289005279541
"1985-11" 0.478428035974503
"1985-12" 0.405144721269608
"1986-1" 0.367908269166946
"1986-2" 0.413291245698929
"1986-3" 0.437750548124313
"1986-4" 0.426499843597412
"1986-5" 0.464450806379318
"1986-6" 0.624236047267914
"1986-7" 0.611422419548035
"1986-8" 0.626472532749176
"1986-9" 0.659635841846466
"1986-10" 0.60821658372879
"1986-11" 0.41798460483551
"1986-12" 0.367544829845428
"1987-1" 0.368411302566528
"1987-2" 0.362236857414246
"1987-3" 0.396947473287582
"1987-4" 0.491087079048157
"1987-5" 0.497329026460648
"1987-6" 0.630980372428894
"1987-7" 0.628462076187134
"1987-8" 0.63495659828186
"1987-9" 0.658790588378906
"1987-10" 0.60670793056488
"1987-11" 0.403928697109222
"1987-12" 0.36787474155426
"1988-1" 0.403912842273712
"1988-2" 0.372633397579193
"1988-3" 0.475374191999435
"1988-4" 0.436440348625183
"1988-5" 0.515518486499786
"1988-6" 0.58274507522583
"1988-7" 0.629001975059509
"1988-8" 0.64318972826004
"1988-9" 0.656413555145264
"1988-10" 0.602877080440521
"1988-11" 0.425335496664047
"1988-12" 0.407284587621689
"1989-1" 0.37261113524437
"1989-2" 0.366230100393295
"1989-3" 0.362369179725647
"1989-4" 0.432957977056503
"1989-5" 0.532231569290161
"1989-6" 0.565761208534241
"1989-7" 0.643965303897858
"1989-8" 0.642919838428497
"1989-9" 0.669020354747772
"1989-10" 0.622142553329468
"1989-11" 0.444326251745224
"1989-12" 0.357044368982315
"1990-1" 0.39799553155899
"1990-2" 0.364904671907425
"1990-3" 0.382671713829041
"1990-4" 0.43753507733345
"1990-5" 0.518396437168121
"1990-6" 0.590689599514008
"1990-7" 0.619318783283234
"1990-8" 0.64704167842865
"1990-9" 0.629460155963898
"1990-10" 0.594143986701965
"1990-11" 0.471419990062714
"1990-12" 0.399603664875031
"1991-1" 0.373238325119019
"1991-2" 0.417950958013535
"1991-3" 0.412910580635071
"1991-4" 0.465068578720093
"1991-5" 0.503001570701599
"1991-6" 0.576829791069031
"1991-7" 0.625482499599457
"1991-8" 0.645361363887787
"1991-9" 0.653260767459869
"1991-10" 0.618580996990204
"1991-11" 0.463555663824081
"1991-12" 0.360264003276825
"1992-1" 0.370429426431656
"1992-2" 0.364969730377197
"1992-3" 0.382457464933395
"1992-4" 0.506004452705383
"1992-5" 0.520165920257568
"1992-6" 0.632684826850891
"1992-7" 0.647631466388702
"1992-8" 0.656350493431091
"1992-9" 0.641132295131683
"1992-10" 0.629206717014313
"1992-11" 0.438797384500504
"1992-12" 0.358216106891632
"1993-1" 0.356081277132034
"1993-2" 0.362562030553818
"1993-3" 0.398111164569855
"1993-4" 0.517815053462982
"1993-5" 0.460255950689316
"1993-6" 0.633256256580353
"1993-7" 0.631744801998138
"1993-8" 0.648480534553528
"1993-9" 0.653885126113892
"1993-10" 0.567147672176361
"1993-11" 0.474083423614502
"1993-12" 0.387395679950714
"1994-1" 0.394534707069397
"1994-2" 0.378444373607635
"1994-3" 0.388166218996048
"1994-4" 0.423773199319839
"1994-5" 0.548051834106445
"1994-6" 0.637651681900024
"1994-7" 0.621821284294128
"1994-8" 0.616960167884827
"1994-9" 0.647080302238464
"1994-10" 0.569582879543304
"1994-11" 0.485248863697052
"1994-12" 0.363682746887207
"1995-1" 0.390165328979492
"1995-2" 0.406957238912582
"1995-3" 0.420349150896072
"1995-4" 0.485847622156143
"1995-5" 0.505880236625671
"1995-6" 0.52319210767746
"1995-7" 0.641758680343628
"1995-8" 0.625476658344269
"1995-9" 0.66327029466629
"1995-10" 0.55422568321228
"1995-11" 0.423555999994278
"1995-12" 0.356907844543457
"1996-1" 0.369024485349655
"1996-2" 0.362203627824783
"1996-3" 0.359534084796906
"1996-4" 0.438757002353668
"1996-5" 0.542542815208435
"1996-6" 0.591286540031433
"1996-7" 0.643714845180511
"1996-8" 0.616496384143829
"1996-9" 0.659573078155518
"1996-10" 0.592745721340179
"1996-11" 0.445113837718964
"1996-12" 0.360329300165176
"1997-1" 0.37539741396904
"1997-2" 0.386625707149506
"1997-3" 0.389081865549088
"1997-4" 0.447264701128006
"1997-5" 0.409268230199814
"1997-6" 0.578123688697815
"1997-7" 0.623128592967987
"1997-8" 0.651574313640594
"1997-9" 0.645428240299225
"1997-10" 0.619546830654144
"1997-11" 0.484870553016663
"1997-12" 0.359365731477737
"1998-1" 0.376784801483154
"1998-2" 0.379442572593689
"1998-3" 0.398763358592987
"1998-4" 0.435297548770905
"1998-5" 0.493781626224518
"1998-6" 0.520101070404053
"1998-7" 0.622301399707794
"1998-8" 0.651362657546997
"1998-9" 0.661421418190002
"1998-10" 0.618092894554138
"1998-11" 0.439743757247925
"1998-12" 0.361081212759018
"1999-1" 0.371717542409897
"1999-2" 0.367426633834839
"1999-3" 0.369374781847
"1999-4" 0.385723799467087
"1999-5" 0.516528069972992
"1999-6" 0.502915918827057
"1999-7" 0.612753391265869
"1999-8" 0.661664724349976
"1999-9" 0.660337150096893
"1999-10" 0.564814031124115
"1999-11" 0.462343245744705
"1999-12" 0.369715929031372
"2000-1" 0.379534244537354
"2000-2" 0.375423163175583
"2000-3" 0.390290439128876
"2000-4" 0.439557939767838
"2000-5" 0.563953161239624
"2000-6" 0.581435263156891
"2000-7" 0.628416419029236
"2000-8" 0.641738653182983
"2000-9" 0.657915711402893
"2000-10" 0.626336574554443
"2000-11" 0.418394446372986
"2000-12" 0.372596979141235
"2001-1" 0.364086121320724
"2001-2" 0.389990270137787
"2001-3" 0.39828085899353
"2001-4" 0.467510432004929
"2001-5" 0.467214614152908
"2001-6" 0.590936899185181
"2001-7" 0.624410808086395
"2001-8" 0.643530488014221
"2001-9" 0.652370035648346
"2001-10" 0.586142063140869
"2001-11" 0.446897476911545
"2001-12" 0.366268873214722
"2002-1" 0.380747407674789
"2002-2" 0.406307011842728
"2002-3" 0.432880759239197
"2002-4" 0.433678567409515
"2002-5" 0.483333647251129
"2002-6" 0.523126661777496
"2002-7" 0.623515725135803
"2002-8" 0.653524935245514
"2002-9" 0.654691636562347
"2002-10" 0.617100715637207
"2002-11" 0.467354536056519
"2002-12" 0.366313874721527
"2003-1" 0.373380780220032
"2003-2" 0.388211250305176
"2003-3" 0.422575682401657
"2003-4" 0.522104799747467
"2003-5" 0.531937539577484
"2003-6" 0.530427634716034
"2003-7" 0.623237371444702
"2003-8" 0.667090833187103
"2003-9" 0.661343812942505
"2003-10" 0.565331518650055
"2003-11" 0.484951555728912
"2003-12" 0.417577415704727
"2004-1" 0.362607717514038
"2004-2" 0.384228259325027
"2004-3" 0.393858790397644
"2004-4" 0.508540272712708
"2004-5" 0.570669233798981
"2004-6" 0.544981002807617
"2004-7" 0.623268783092499
"2004-8" 0.669291615486145
"2004-9" 0.657786548137665
"2004-10" 0.62849348783493
"2004-11" 0.427400290966034
"2004-12" 0.387720853090286
"2005-1" 0.37994247674942
"2005-2" 0.366533249616623
"2005-3" 0.39154902100563
"2005-4" 0.441351175308228
"2005-5" 0.458623588085175
"2005-6" 0.598803639411926
"2005-7" 0.624242603778839
"2005-8" 0.645927548408508
"2005-9" 0.670190453529358
"2005-10" 0.604216933250427
"2005-11" 0.459167391061783
"2005-12" 0.374547779560089
"2006-1" 0.37828928232193
"2006-2" 0.387552887201309
"2006-3" 0.430209100246429
"2006-4" 0.421701014041901
"2006-5" 0.558113932609558
"2006-6" 0.581146001815796
"2006-7" 0.630939483642578
"2006-8" 0.647999405860901
"2006-9" 0.665871858596802
"2006-10" 0.622855603694916
"2006-11" 0.470857888460159
"2006-12" 0.364618539810181
"2007-1" 0.373265743255615
"2007-2" 0.368267387151718
"2007-3" 0.399986624717712
"2007-4" 0.502625942230225
"2007-5" 0.536656081676483
"2007-6" 0.571623802185059
"2007-7" 0.560603260993958
"2007-8" 0.650213003158569
"2007-9" 0.665649175643921
"2007-10" 0.612632215023041
"2007-11" 0.475819289684296
"2007-12" 0.36116361618042
"2008-1" 0.357765793800354
"2008-2" 0.369025379419327
"2008-3" 0.420489430427551
"2008-4" 0.517610788345337
"2008-5" 0.587311685085297
"2008-6" 0.534843146800995
"2008-7" 0.628387153148651
"2008-8" 0.665455400943756
"2008-9" 0.656159520149231
"2008-10" 0.606139302253723
"2008-11" 0.459981977939606
"2008-12" 0.363936364650726
"2009-1" 0.361159354448318
"2009-2" 0.385329961776733
"2009-3" 0.436619341373444
"2009-4" 0.44879686832428
"2009-5" 0.566907525062561
"2009-6" 0.576158702373505
"2009-7" 0.562860369682312
"2009-8" 0.658111274242401
"2009-9" 0.669219076633453
"2009-10" 0.593674778938293
"2009-11" 0.427100241184235
"2009-12" 0.432282954454422
"2010-1" 0.43048283457756
"2010-2" 0.386965662240982
"2010-3" 0.444267064332962
"2010-4" 0.421413987874985
"2010-5" 0.516348779201508
"2010-6" 0.532410323619843
"2010-7" 0.648230373859406
"2010-8" 0.630445897579193
"2010-9" 0.664750218391418
"2010-10" 0.603768348693848
"2010-11" 0.476902067661285
"2010-12" 0.396292388439178
"2011-1" 0.383098363876343
"2011-2" 0.365980416536331
"2011-3" 0.430022418498993
"2011-4" 0.500380218029022
"2011-5" 0.547755420207977
"2011-6" 0.631862938404083
"2011-7" 0.635407507419586
"2011-8" 0.660394728183746
"2011-9" 0.658324062824249
"2011-10" 0.627443373203278
"2011-11" 0.46677953004837
"2011-12" 0.365946114063263
