"date" "fpc NatStand" "fpc TrBE" "fpc TrBR" "fpc TeNE" "fpc TeBE" "fpc TeBS" "fpc BoNE" "fpc BoBS" "fpc BoNS" "fpc TrH" "fpc TeH" "fpc PoH"
"1982-1" 0.921000003814697 0.0636075794351143 0.71660985903722 0 0 0 0 0 0 7.46656649244261e-05 0 0
"1983-1" 0.917999982833862 0.0454773447130679 0.650378062245835 0 0 0 0 0 0 0.000117971537174952 0 0
"1984-1" 0.916999995708466 0.0437010912265614 0.680058653807873 0 0 0 0 0 0 0.000102631489054957 0 0
"1985-1" 0.915000021457672 0.0494390611023565 0.717282226515376 0 0 0 0 0 0 7.85952789251971e-05 0 0
"1986-1" 0.913999974727631 0.0423776193241021 0.719481198563354 0 0 0 0 0 0 8.06427240862052e-05 0 0
"1987-1" 0.913999974727631 0.0399480965342092 0.725862282113798 0 0 0 0 0 0 7.85059070160764e-05 0 0
"1988-1" 0.91100001335144 0.0449311020402803 0.747823913447718 0 0 0 0 0 0 6.24381454746459e-05 0 0
"1989-1" 0.907000005245209 0.0421366682552238 0.733929635358344 0 0 0 0 0 0 6.9282954370043e-05 0 0
"1990-1" 0.902999997138977 0.0410043247793834 0.722689899121796 0 0 0 0 0 0 7.3832112596206e-05 0 0
"1991-1" 0.902999997138977 0.0401672796675481 0.727672132213101 0 0 0 0 0 0 7.15878474862744e-05 0 0
"1992-1" 0.902999997138977 0.0437709242283288 0.746949052828256 0 0 0 0 0 0 5.9287512821778e-05 0 0
"1993-1" 0.898000001907349 0.0470881885619745 0.760773002094624 0 0 0 0 0 0 4.74120071364487e-05 0 0
"1994-1" 0.897000014781952 0.0483169096810234 0.768239798569724 0 0 0 0 0 0 4.22205242875883e-05 0 0
"1995-1" 0.89300000667572 0.0487039716271132 0.764833986516322 0 0 0 0 0 0 4.17054125708078e-05 0 0
"1996-1" 0.89300000667572 0.0469722228879483 0.744167133529984 0 0 0 0 0 0 5.37642661674149e-05 0 0
"1997-1" 0.887000024318695 0.0419687180775203 0.715941969473192 0 0 0 0 0 0 6.84939870705028e-05 0 0
"1998-1" 0.881999969482422 0.0370495182047961 0.695250117564683 0 0 0 0 0 0 7.96939758949122e-05 0 0
"1999-1" 0.880999982357025 0.0351477748492948 0.701492442507224 0 0 0 0 0 0 7.6772355050304e-05 0 0
"2000-1" 0.874000012874603 0.0363534516608344 0.702026978701273 0 0 0 0 0 0 7.20529596283164e-05 0 0
"2001-1" 0.870999991893768 0.0361370593745991 0.704433213115223 0 0 0 0 0 0 6.92349628912074e-05 0 0
"2002-1" 0.867999970912933 0.0345247400307522 0.700876662132664 0 0 0 0 0 0 7.040984043646e-05 0 0
"2003-1" 0.865000009536743 0.0383174648448898 0.718823334751221 0 0 0 0 0 0 5.70751353478772e-05 0 0
"2004-1" 0.861999988555908 0.0398561612366155 0.71809377682527 0 0 0 0 0 0 5.50173361379101e-05 0 0
"2005-1" 0.860000014305115 0.0346121841465958 0.691352169092625 0 0 0 0 0 0 7.12289798163648e-05 0 0
"2006-1" 0.860000014305115 0.0338992697423852 0.690723670289522 0 0 0 0 0 0 7.19585649822498e-05 0 0
"2007-1" 0.860000014305115 0.0354006333577184 0.691556645214114 0 0 0 0 0 0 7.06828593799646e-05 0 0
"2008-1" 0.860000014305115 0.0409187141906724 0.71250358097781 0 0 0 0 0 0 5.64091219636548e-05 0 0
"2009-1" 0.860000014305115 0.0425853688647919 0.71209796063453 0 0 0 0 0 0 5.57287756775895e-05 0 0
"2010-1" 0.860000014305115 0.0448763350411432 0.720551707809221 0 0 0 0 0 0 4.99335397337202e-05 0 0
"2011-1" 0.860000014305115 0.0462512498591736 0.730907662151708 0 0 0 0 0 0 4.36215771313074e-05 0 0
