"date" "vegc"
"1982-1" 3524.15600585938
"1983-1" 3326.30908203125
"1984-1" 3424.04272460938
"1985-1" 3560.0732421875
"1986-1" 3581.0205078125
"1987-1" 3605.25146484375
"1988-1" 3703.5751953125
"1989-1" 3668.71704101562
"1990-1" 3582.57983398438
"1991-1" 3617.1484375
"1992-1" 3712.95825195312
"1993-1" 3791.28564453125
"1994-1" 3847.74853515625
"1995-1" 3845.65747070312
"1996-1" 3764.58544921875
"1997-1" 3636.62622070312
"1998-1" 3539.443359375
"1999-1" 3566.35717773438
"2000-1" 3573.54663085938
"2001-1" 3602.31005859375
"2002-1" 3594.61962890625
"2003-1" 3683.24096679688
"2004-1" 3699.64965820312
"2005-1" 3587.07568359375
"2006-1" 3579.52294921875
"2007-1" 3592.2177734375
"2008-1" 3696.58032226562
"2009-1" 3711.21997070312
"2010-1" 3771.11108398438
"2011-1" 3842.83911132812
