"date" "vegc"
"1982-1" 3373.2734375
"1983-1" 3202.44067382812
"1984-1" 3310.80029296875
"1985-1" 3456.17333984375
"1986-1" 3472.28515625
"1987-1" 3506.2802734375
"1988-1" 3597.548828125
"1989-1" 3576.15771484375
"1990-1" 3483.63354492188
"1991-1" 3495.15454101562
"1992-1" 3591.75512695312
"1993-1" 3660.32641601562
"1994-1" 3711.89331054688
"1995-1" 3732.85473632812
"1996-1" 3660.53125
"1997-1" 3522.08959960938
"1998-1" 3414.38403320312
"1999-1" 3429.33642578125
"2000-1" 3414.04028320312
"2001-1" 3453.15380859375
"2002-1" 3479.15893554688
"2003-1" 3569.71240234375
"2004-1" 3587.720703125
"2005-1" 3471.9736328125
"2006-1" 3407.06201171875
"2007-1" 3421.96508789062
"2008-1" 3525.06323242188
"2009-1" 3551.96948242188
"2010-1" 3617.37109375
"2011-1" 3689.72631835938
