"date" "vegc"
"1982-1" 2958.51000976562
"1983-1" 2792.77563476562
"1984-1" 2867.54711914062
"1985-1" 3001.9462890625
"1986-1" 3035.7958984375
"1987-1" 2991.42724609375
"1988-1" 3090.15185546875
"1989-1" 3110.25390625
"1990-1" 3026.5205078125
"1991-1" 3055.24487304688
"1992-1" 3141.73901367188
"1993-1" 3180.080078125
"1994-1" 3238.4736328125
"1995-1" 3235.0390625
"1996-1" 3173.09375
"1997-1" 3042.0615234375
"1998-1" 2946.2138671875
"1999-1" 2924.28515625
"2000-1" 2940.06860351562
"2001-1" 2963.93188476562
"2002-1" 2985.94262695312
"2003-1" 3086.99047851562
"2004-1" 3105.06909179688
"2005-1" 2992.57495117188
"2006-1" 2975.33471679688
"2007-1" 3002.94799804688
"2008-1" 3109.75146484375
"2009-1" 3137.78002929688
"2010-1" 3188.46533203125
"2011-1" 3244.15185546875
