"date" "mfirec"
"1982-1" 48.6674842834473
"1982-2" 7.41707706451416
"1982-3" 0.648388206958771
"1982-4" 0
"1982-5" 0.160355389118195
"1982-6" 0
"1982-7" 0
"1982-8" 0
"1982-9" 0
"1982-10" 0
"1982-11" 0.0356634519994259
"1982-12" 27.2212181091309
"1983-1" 51.7607879638672
"1983-2" 8.14393711090088
"1983-3" 0.69566136598587
"1983-4" 0
"1983-5" 0.156909078359604
"1983-6" 0
"1983-7" 0
"1983-8" 0
"1983-9" 0
"1983-10" 0
"1983-11" 0.0410563983023167
"1983-12" 27.6204986572266
"1984-1" 51.3909339904785
"1984-2" 8.01139163970947
"1984-3" 0.67544013261795
"1984-4" 0
"1984-5" 0.148231133818626
"1984-6" 0
"1984-7" 0
"1984-8" 0
"1984-9" 0
"1984-10" 0
"1984-11" 0.0360445789992809
"1984-12" 24.0278873443604
"1985-1" 41.4441413879395
"1985-2" 6.05156564712524
"1985-3" 0.503775000572205
"1985-4" 0
"1985-5" 0.129805415868759
"1985-6" 0
"1985-7" 0
"1985-8" 0
"1985-9" 0
"1985-10" 0
"1985-11" 0.0236119572073221
"1985-12" 20.3821392059326
"1986-1" 29.349681854248
"1986-2" 4.48693513870239
"1986-3" 0.383611649274826
"1986-4" 0
"1986-5" 0.0965678691864014
"1986-6" 0
"1986-7" 0
"1986-8" 0
"1986-9" 0
"1986-10" 0
"1986-11" 0.0231684595346451
"1986-12" 18.6244297027588
"1987-1" 31.0528984069824
"1987-2" 4.60811376571655
"1987-3" 0.394183933734894
"1987-4" 0
"1987-5" 0.107074081897736
"1987-6" 0
"1987-7" 0
"1987-8" 0
"1987-9" 0
"1987-10" 0
"1987-11" 0.0218706466257572
"1987-12" 19.0962982177734
"1988-1" 54.3962097167969
"1988-2" 7.93809461593628
"1988-3" 0.687267661094666
"1988-4" 0
"1988-5" 0.168734386563301
"1988-6" 0
"1988-7" 0
"1988-8" 0
"1988-9" 0
"1988-10" 0
"1988-11" 0.0299838837236166
"1988-12" 25.9588794708252
"1989-1" 25.6417274475098
"1989-2" 4.21930027008057
"1989-3" 0.362489819526672
"1989-4" 0
"1989-5" 0.1015260592103
"1989-6" 0
"1989-7" 0
"1989-8" 0
"1989-9" 0
"1989-10" 0
"1989-11" 0.0283454786986113
"1989-12" 17.1051826477051
"1990-1" 63.6520004272461
"1990-2" 9.27123165130615
"1990-3" 0.776584565639496
"1990-4" 0
"1990-5" 0.169479891657829
"1990-6" 0
"1990-7" 0
"1990-8" 0
"1990-9" 0
"1990-10" 0
"1990-11" 0.0347354561090469
"1990-12" 29.7718372344971
"1991-1" 57.2076873779297
"1991-2" 8.67939186096191
"1991-3" 0.749207377433777
"1991-4" 0
"1991-5" 0.145023420453072
"1991-6" 0
"1991-7" 0
"1991-8" 0
"1991-9" 0
"1991-10" 0
"1991-11" 0.0372299589216709
"1991-12" 28.5826549530029
"1992-1" 52.9507637023926
"1992-2" 8.15058422088623
"1992-3" 0.710872650146484
"1992-4" 0
"1992-5" 0.168393522500992
"1992-6" 0
"1992-7" 0
"1992-8" 0
"1992-9" 0
"1992-10" 0
"1992-11" 0.0362772755324841
"1992-12" 26.9387035369873
"1993-1" 29.7441177368164
"1993-2" 4.85529184341431
"1993-3" 0.413657128810883
"1993-4" 0
"1993-5" 0.114377394318581
"1993-6" 0
"1993-7" 0
"1993-8" 0
"1993-9" 0
"1993-10" 0
"1993-11" 0.031558521091938
"1993-12" 18.4406719207764
"1994-1" 27.824047088623
"1994-2" 4.54944705963135
"1994-3" 0.389673799276352
"1994-4" 0
"1994-5" 0.0870630294084549
"1994-6" 0
"1994-7" 0
"1994-8" 0
"1994-9" 0
"1994-10" 0
"1994-11" 0.0309503935277462
"1994-12" 18.0772132873535
"1995-1" 36.5269737243652
"1995-2" 5.52222871780396
"1995-3" 0.492627412080765
"1995-4" 0
"1995-5" 0.124472863972187
"1995-6" 0
"1995-7" 0
"1995-8" 0
"1995-9" 0
"1995-10" 0
"1995-11" 0.0290782358497381
"1995-12" 22.2343616485596
"1996-1" 36.581958770752
"1996-2" 5.12502813339233
"1996-3" 0.0615105293691158
"1996-4" 0
"1996-5" 0
"1996-6" 0
"1996-7" 0
"1996-8" 0
"1996-9" 0
"1996-10" 0
"1996-11" 0.0272606927901506
"1996-12" 10.2091684341431
"1997-1" 64.6651458740234
"1997-2" 10.2426500320435
"1997-3" 0.0977796241641045
"1997-4" 0
"1997-5" 0
"1997-6" 0
"1997-7" 0
"1997-8" 0
"1997-9" 0
"1997-10" 0
"1997-11" 0.0359668359160423
"1997-12" 23.4696178436279
"1998-1" 54.7121429443359
"1998-2" 11.505352973938
"1998-3" 0.108770720660686
"1998-4" 0
"1998-5" 0
"1998-6" 0
"1998-7" 0
"1998-8" 0
