"date" "vegc"
"1982-1" 2902.64794921875
"1983-1" 2699.9345703125
"1984-1" 2786.935546875
"1985-1" 2950.595703125
"1986-1" 2993.26928710938
"1987-1" 2914.49072265625
"1988-1" 3027.15966796875
"1989-1" 2942.4609375
"1990-1" 2857.40405273438
"1991-1" 2810.8076171875
"1992-1" 2888.5478515625
"1993-1" 2947.26025390625
"1994-1" 2983.70532226562
"1995-1" 3023.52490234375
"1996-1" 2945.46752929688
"1997-1" 2799.06567382812
"1998-1" 2704.36010742188
"1999-1" 2716.89624023438
"2000-1" 2718.54418945312
"2001-1" 2754.11572265625
"2002-1" 2808.79931640625
"2003-1" 2894.88452148438
"2004-1" 2884.56591796875
"2005-1" 2766.98583984375
"2006-1" 2770.95141601562
"2007-1" 2786.47241210938
"2008-1" 2885.38842773438
"2009-1" 2932.77270507812
"2010-1" 3024.70458984375
"2011-1" 3096.6484375
