"date" "vegc"
"1982-1" 3028.8916015625
"1983-1" 2862.65161132812
"1984-1" 2940.33544921875
"1985-1" 3078.29174804688
"1986-1" 3113.46923828125
"1987-1" 3055.2490234375
"1988-1" 3154.20654296875
"1989-1" 3176.19409179688
"1990-1" 3094.81494140625
"1991-1" 3118.79296875
"1992-1" 3207.13745117188
"1993-1" 3255.82495117188
"1994-1" 3312.92626953125
"1995-1" 3298.47583007812
"1996-1" 3254.1201171875
"1997-1" 3123.046875
"1998-1" 3026.162109375
"1999-1" 3009.00659179688
"2000-1" 3010.77319335938
"2001-1" 3033.07006835938
"2002-1" 3051.63061523438
"2003-1" 3153.09448242188
"2004-1" 3170.5673828125
"2005-1" 3057.896484375
"2006-1" 3042.46435546875
"2007-1" 3072.97607421875
"2008-1" 3179.18579101562
"2009-1" 3201.20825195312
"2010-1" 3254.47436523438
"2011-1" 3322.09521484375
