"date" "mtransp"
"1982-1" 7.54426193237305
"1982-2" 23.1888637542725
"1982-3" 20.5066318511963
"1982-4" 15.6424980163574
"1982-5" 58.6029930114746
"1982-6" 84.2724304199219
"1982-7" 68.8150177001953
"1982-8" 74.052490234375
"1982-9" 76.8512725830078
"1982-10" 80.2922973632812
"1982-11" 72.6540298461914
"1982-12" 12.6308403015137
"1983-1" 7.60439777374268
"1983-2" 5.87462472915649
"1983-3" 5.08890581130981
"1983-4" 4.23646593093872
"1983-5" 43.8545684814453
"1983-6" 56.7102890014648
"1983-7" 54.9432640075684
"1983-8" 57.5539436340332
"1983-9" 65.3454818725586
"1983-10" 74.9087753295898
"1983-11" 64.9081954956055
"1983-12" 10.3698511123657
"1984-1" 5.04389190673828
"1984-2" 3.77376008033752
"1984-3" 10.0894813537598
"1984-4" 25.6282234191895
"1984-5" 42.4980735778809
"1984-6" 59.1645164489746
"1984-7" 56.3044738769531
"1984-8" 60.304313659668
"1984-9" 65.818229675293
"1984-10" 64.1261444091797
"1984-11" 59.4436721801758
"1984-12" 10.94775390625
"1985-1" 7.51637411117554
"1985-2" 6.30619382858276
"1985-3" 24.7864665985107
"1985-4" 37.2085227966309
"1985-5" 54.3927574157715
"1985-6" 62.5828437805176
"1985-7" 53.6844940185547
"1985-8" 61.54345703125
"1985-9" 59.9093742370605
"1985-10" 73.3015670776367
"1985-11" 64.7246780395508
"1985-12" 30.3188800811768
"1986-1" 6.5825891494751
"1986-2" 14.3835430145264
"1986-3" 27.6117095947266
"1986-4" 15.0616645812988
"1986-5" 39.182258605957
"1986-6" 65.5034637451172
"1986-7" 64.0144958496094
"1986-8" 73.4982299804688
"1986-9" 67.6154479980469
"1986-10" 75.5235061645508
"1986-11" 48.9156265258789
"1986-12" 8.96683406829834
"1987-1" 6.58047819137573
"1987-2" 4.85191488265991
"1987-3" 9.97965335845947
"1987-4" 49.7784996032715
"1987-5" 52.6606521606445
"1987-6" 67.8695755004883
"1987-7" 76.8517684936523
"1987-8" 73.8703918457031
"1987-9" 72.6889724731445
"1987-10" 82.0704650878906
"1987-11" 43.8177452087402
"1987-12" 9.3445520401001
"1988-1" 17.2064552307129
"1988-2" 6.48732614517212
"1988-3" 37.4478454589844
"1988-4" 44.7099647521973
"1988-5" 45.5517883300781
"1988-6" 73.0223083496094
"1988-7" 71.1579971313477
"1988-8" 66.1463928222656
"1988-9" 61.2740364074707
"1988-10" 80.3555603027344
