"date" "vegc"
"1982-1" 3362.0224609375
"1983-1" 3194.71875
"1984-1" 3297.80004882812
"1985-1" 3436.83837890625
"1986-1" 3468.89135742188
"1987-1" 3490.75903320312
"1988-1" 3584.25439453125
"1989-1" 3560.00219726562
"1990-1" 3470.41625976562
"1991-1" 3488.24536132812
"1992-1" 3584.36206054688
"1993-1" 3657.91796875
"1994-1" 3712.46704101562
"1995-1" 3697.73461914062
"1996-1" 3623.01635742188
"1997-1" 3490.11206054688
"1998-1" 3393.5771484375
"1999-1" 3410.0869140625
"2000-1" 3410.77392578125
"2001-1" 3445.36059570312
"2002-1" 3423.244140625
"2003-1" 3515.72192382812
"2004-1" 3542.56201171875
"2005-1" 3429.09741210938
"2006-1" 3445.83764648438
"2007-1" 3405.13745117188
"2008-1" 3506.24047851562
"2009-1" 3515.28735351562
"2010-1" 3579.13671875
"2011-1" 3651.60864257812
