"date" "fpc NatStand" "fpc TrBE" "fpc TrBR" "fpc TeNE" "fpc TeBE" "fpc TeBS" "fpc BoNE" "fpc BoBS" "fpc BoNS" "fpc TrH" "fpc TeH" "fpc PoH"
"1982-1" 0.921000003814697 0.220696498741873 0.554089898377867 0 0 0 0 0 0 7.68496591026444e-05 0 0
"1983-1" 0.917999982833862 0.148506745929101 0.493792328303144 0 0 0 0 0 0 0.000144804271839147 0 0
"1984-1" 0.916999995708466 0.162079739512444 0.525411823138374 0 0 0 0 0 0 0.000120682895520989 0 0
"1985-1" 0.915000021457672 0.192093633224238 0.562689026676765 0 0 0 0 0 0 8.41475218928416e-05 0 0
"1986-1" 0.913999974727631 0.192048469299655 0.546642797971675 0 0 0 0 0 0 9.21610136703178e-05 0 0
"1987-1" 0.913999974727631 0.185546688313831 0.553138232195494 0 0 0 0 0 0 9.21750256945519e-05 0 0
"1988-1" 0.91100001335144 0.207510378913486 0.571116675462022 0 0 0 0 0 0 6.94069575678802e-05 0 0
"1989-1" 0.907000005245209 0.204831139244042 0.563751172643716 0 0 0 0 0 0 7.26120340165874e-05 0 0
"1990-1" 0.902999997138977 0.198257819426738 0.548385909011955 0 0 0 0 0 0 8.21880995733283e-05 0 0
"1991-1" 0.902999997138977 0.199191796386941 0.543025407918385 0 0 0 0 0 0 8.45423496589181e-05 0 0
"1992-1" 0.902999997138977 0.210051877190736 0.562183164424688 0 0 0 0 0 0 6.86154213917402e-05 0 0
"1993-1" 0.898000001907349 0.216952069624128 0.575971027524744 0 0 0 0 0 0 5.49883028001363e-05 0 0
"1994-1" 0.897000014781952 0.221752061638795 0.58163160549449 0 0 0 0 0 0 4.89085117753197e-05 0 0
"1995-1" 0.89300000667572 0.229323116616111 0.579361332277266 0 0 0 0 0 0 4.39877356380367e-05 0 0
"1996-1" 0.89300000667572 0.218428491794782 0.564968818715712 0 0 0 0 0 0 5.74296419727435e-05 0 0
"1997-1" 0.887000024318695 0.194089662702493 0.563028771458896 0 0 0 0 0 0 6.81104779698179e-05 0 0
"1998-1" 0.881999969482422 0.178130275553201 0.536006040266102 0 0 0 0 0 0 8.84768090272936e-05 0 0
"1999-1" 0.880999982357025 0.171176756992204 0.536116848938136 0 0 0 0 0 0 9.1611721755553e-05 0 0
"2000-1" 0.874000012874603 0.170652127037936 0.530772014568733 0 0 0 0 0 0 9.10087804968747e-05 0 0
"2001-1" 0.870999991893768 0.174948313083241 0.536682549965448 0 0 0 0 0 0 8.39622628016684e-05 0 0
"2002-1" 0.867999970912933 0.1837392642915 0.530503711327579 0 0 0 0 0 0 8.09719660542921e-05 0 0
"2003-1" 0.865000009536743 0.201250279678433 0.54855777421399 0 0 0 0 0 0 6.04638414851786e-05 0 0
"2004-1" 0.861999988555908 0.202256635037052 0.552705509238933 0 0 0 0 0 0 5.61240022768639e-05 0 0
"2005-1" 0.860000014305115 0.183452872407207 0.52554059068337 0 0 0 0 0 0 7.95070811128555e-05 0 0
"2006-1" 0.860000014305115 0.179718030700318 0.514980826599334 0 0 0 0 0 0 8.71807186872122e-05 0 0
"2007-1" 0.860000014305115 0.180805601206862 0.522385589228989 0 0 0 0 0 0 8.26449787487069e-05 0 0
"2008-1" 0.860000014305115 0.196681039624675 0.543535514574309 0 0 0 0 0 0 6.29468613180893e-05 0 0
"2009-1" 0.860000014305115 0.200644385575877 0.54710397915126 0 0 0 0 0 0 5.89287459640715e-05 0 0
"2010-1" 0.860000014305115 0.212980398204111 0.554105735697398 0 0 0 0 0 0 4.86362307215256e-05 0 0
"2011-1" 0.860000014305115 0.219325603914687 0.562896671121564 0 0 0 0 0 0 4.06031099033453e-05 0 0
