"date" "vegc"
"1982-1" 3069.60498046875
"1983-1" 2905.63647460938
"1984-1" 3003.81665039062
"1985-1" 3147.60424804688
"1986-1" 3110.46655273438
"1987-1" 3113.08471679688
"1988-1" 3204.98071289062
"1989-1" 3196.88891601562
"1990-1" 3112.0869140625
"1991-1" 3100.19604492188
"1992-1" 3188.12451171875
"1993-1" 3258.01196289062
"1994-1" 3307.83374023438
"1995-1" 3320.0390625
"1996-1" 3252.02783203125
"1997-1" 3119.0322265625
"1998-1" 3081.51000976562
"1999-1" 3062.37719726562
"2000-1" 3032
"2001-1" 3065.9716796875
"2002-1" 3058.08447265625
"2003-1" 3148.09497070312
"2004-1" 3181.97509765625
"2005-1" 3071.22143554688
"2006-1" 3009.58520507812
"2007-1" 3042.27221679688
"2008-1" 3147.00952148438
"2009-1" 3180.09008789062
"2010-1" 3242.45825195312
"2011-1" 3310.994140625
