"date" "mfirec"
"1982-1" 69.002082824707
"1982-2" 10.5047273635864
"1982-3" 0.915238797664642
"1982-4" 0
"1982-5" 0.224747896194458
"1982-6" 0
"1982-7" 0
"1982-8" 0
"1982-9" 0
"1982-10" 0
"1982-11" 0.0491383597254753
"1982-12" 37.4549674987793
"1983-1" 64.495491027832
"1983-2" 10.1599025726318
"1983-3" 0.869435250759125
"1983-4" 0
"1983-5" 0.196834295988083
"1983-6" 0
"1983-7" 0
"1983-8" 0
"1983-9" 0
"1983-10" 0
"1983-11" 0.0520058013498783
"1983-12" 35.0145034790039
"1984-1" 63.9296264648438
"1984-2" 9.99935054779053
"1984-3" 0.847523927688599
"1984-4" 0
"1984-5" 0.188124522566795
"1984-6" 0
"1984-7" 0
"1984-8" 0
"1984-9" 0
"1984-10" 0
"1984-11" 0.0472481176257133
"1984-12" 31.5856475830078
"1985-1" 54.7803993225098
"1985-2" 8.02706050872803
"1985-3" 0.672396063804626
"1985-4" 0
"1985-5" 0.175457194447517
"1985-6" 0
"1985-7" 0
"1985-8" 0
"1985-9" 0
"1985-10" 0
"1985-11" 0.0328991450369358
"1985-12" 28.4688816070557
"1986-1" 38.2721824645996
"1986-2" 5.87226486206055
"1986-3" 0.505095362663269
"1986-4" 0
"1986-5" 0.128023862838745
"1986-6" 0
"1986-7" 0
"1986-8" 0
"1986-9" 0
"1986-10" 0
"1986-11" 0.0312329065054655
"1986-12" 25.144832611084
"1987-1" 60.6682243347168
"1987-2" 8.9201135635376
"1987-3" 0.748337686061859
"1987-4" 0
"1987-5" 0.195091724395752
"1987-6" 0
"1987-7" 0
"1987-8" 0
"1987-9" 0
"1987-10" 0
"1987-11" 0.0365361906588078
"1987-12" 31.8669605255127
"1988-1" 54.0345916748047
"1988-2" 7.95153617858887
"1988-3" 0.698759496212006
"1988-4" 0
"1988-5" 0.177196085453033
"1988-6" 0
"1988-7" 0
"1988-8" 0
"1988-9" 0
"1988-10" 0
"1988-11" 0.034028097987175
"1988-12" 29.3639297485352
"1989-1" 29.4116096496582
"1989-2" 4.8674578666687
"1989-3" 0.421403527259827
"1989-4" 0
"1989-5" 0.11994856595993
"1989-6" 0
"1989-7" 0
"1989-8" 0
"1989-9" 0
"1989-10" 0
"1989-11" 0.0347000397741795
"1989-12" 20.9142932891846
"1990-1" 55.5192985534668
"1990-2" 8.16295433044434
"1990-3" 0.697079420089722
"1990-4" 0
"1990-5" 0.168487533926964
"1990-6" 0
"1990-7" 0
"1990-8" 0
"1990-9" 0
"1990-10" 0
"1990-11" 0.03592624142766
"1990-12" 30.7524070739746
"1991-1" 62.8071327209473
"1991-2" 9.56997489929199
"1991-3" 0.832764625549316
"1991-4" 0
"1991-5" 0.168881982564926
"1991-6" 0
"1991-7" 0
"1991-8" 0
"1991-9" 0
"1991-10" 0
"1991-11" 0.0440105907618999
"1991-12" 33.7667427062988
"1992-1" 54.1472053527832
"1992-2" 8.38623523712158
"1992-3" 0.739287078380585
"1992-4" 0
"1992-5" 0.184679850935936
"1992-6" 0
"1992-7" 0
"1992-8" 0
