"date" "vegc"
"1982-1" 2891.50634765625
"1983-1" 2689.1513671875
"1984-1" 2776.80029296875
"1985-1" 2940.62329101562
"1986-1" 2982.486328125
"1987-1" 2904.70751953125
"1988-1" 3017.43872070312
"1989-1" 2933.423828125
"1990-1" 2848.69262695312
"1991-1" 2790.92431640625
"1992-1" 2869.48950195312
"1993-1" 2927.23583984375
"1994-1" 2964.86181640625
"1995-1" 3005.00756835938
"1996-1" 2926.82788085938
"1997-1" 2782.60620117188
"1998-1" 2687.89916992188
"1999-1" 2698.88671875
"2000-1" 2697.22412109375
"2001-1" 2733.08032226562
"2002-1" 2788.0625
"2003-1" 2874.38793945312
"2004-1" 2865.87817382812
"2005-1" 2749.11962890625
"2006-1" 2753.228515625
"2007-1" 2768.73706054688
"2008-1" 2867.39672851562
"2009-1" 2912.583984375
"2010-1" 3005.00024414062
"2011-1" 3077.26586914062
