"date" "fpc NatStand" "fpc TrBE" "fpc TrBR" "fpc TeNE" "fpc TeBE" "fpc TeBS" "fpc BoNE" "fpc BoBS" "fpc BoNS" "fpc TrH" "fpc TeH" "fpc PoH"
"1982-1" 0.921000003814697 0.667180128238329 0.00103839348896229 0 0 0 0 0 0 0.000130266712441193 0 0
"1983-1" 0.917999982833862 0.459332123988617 0.000859910116167137 0 0 0 0 0 0 0.000234793615269673 0 0
"1984-1" 0.916999995708466 0.51980675537505 0.000988840863952407 0 0 0 0 0 0 0.000203468169137538 0 0
"1985-1" 0.915000021457672 0.622605731186844 0.00118218636642475 0 0 0 0 0 0 0.000149861341218751 0 0
"1986-1" 0.913999974727631 0.626989590712945 0.00120317712847939 0 0 0 0 0 0 0.000147071975320381 0 0
"1987-1" 0.913999974727631 0.60369343304334 0.00109645708296167 0 0 0 0 0 0 0.000159100410320259 0 0
"1988-1" 0.91100001335144 0.665832958741035 0.00118252636746866 0 0 0 0 0 0 0.000125654650409004 0 0
"1989-1" 0.907000005245209 0.631352428868759 0.00128781212679729 0 0 0 0 0 0 0.000141286744694638 0 0
"1990-1" 0.902999997138977 0.611525232761721 0.00121722845580335 0 0 0 0 0 0 0.000149482328087522 0 0
"1991-1" 0.902999997138977 0.59738916160137 0.00125669122275407 0 0 0 0 0 0 0.000156749562358473 0 0
"1992-1" 0.902999997138977 0.633472688873233 0.00148395387439672 0 0 0 0 0 0 0.000138122693474388 0 0
"1993-1" 0.898000001907349 0.657707726325825 0.00164732183237273 0 0 0 0 0 0 0.000123005571483429 0 0
"1994-1" 0.897000014781952 0.666839414737574 0.00178262222515668 0 0 0 0 0 0 0.000117712490483297 0 0
"1995-1" 0.89300000667572 0.686542734569677 0.00168575639362108 0 0 0 0 0 0 0.000105551513766461 0 0
"1996-1" 0.89300000667572 0.654061255576153 0.00170846881062134 0 0 0 0 0 0 0.00012230012801342 0 0
"1997-1" 0.887000024318695 0.580535231234617 0.0015037900911592 0 0 0 0 0 0 0.000157032842964116 0 0
"1998-1" 0.881999969482422 0.548629039020625 0.00135660154544714 0 0 0 0 0 0 0.000170907713787583 0 0
"1999-1" 0.880999982357025 0.553004241180457 0.00134865181124784 0 0 0 0 0 0 0.000168144742210313 0 0
"2000-1" 0.874000012874603 0.558226368186464 0.0014637047663809 0 0 0 0 0 0 0.0001618102775508 0 0
"2001-1" 0.870999991893768 0.574603138880736 0.00155628350686551 0 0 0 0 0 0 0.000151826315514308 0 0
"2002-1" 0.867999970912933 0.601582355128716 0.00148411987405181 0 0 0 0 0 0 0.000136485597201655 0 0
"2003-1" 0.865000009536743 0.645077477951091 0.00154246969219296 0 0 0 0 0 0 0.000112563703591629 0 0
"2004-1" 0.861999988555908 0.637437522054825 0.0015860895473882 0 0 0 0 0 0 0.000114929243822497 0 0
"2005-1" 0.860000014305115 0.564820099927438 0.0015736045670745 0 0 0 0 0 0 0.000151154575764379 0 0
"2006-1" 0.860000014305115 0.570865498740154 0.00171734480249935 0 0 0 0 0 0 0.000147991110704085 0 0
"2007-1" 0.860000014305115 0.576088841007291 0.00180539786093425 0 0 0 0 0 0 0.000145258437347955 0 0
"2008-1" 0.860000014305115 0.622962826123839 0.00203510230998311 0 0 0 0 0 0 0.000121088736318239 0 0
"2009-1" 0.860000014305115 0.638017425420962 0.00193273549854714 0 0 0 0 0 0 0.000113391740154688 0 0
"2010-1" 0.860000014305115 0.675893384732092 0.00197626664796569 0 0 0 0 0 0 9.38610499330349e-05 0 0
"2011-1" 0.860000014305115 0.695547953492785 0.0021650492015004 0 0 0 0 0 0 8.36197946858484e-05 0 0
