date,mevap,mtransp,mnpp,mrh,mgpp,mfapar,mswc1,met,mnee
1982-01-01,8.506350517272951,5.9993400573730495,12.7970066070557,17.163188934326197,25.2224502563477,0.360426247119904,0.71490603685379,14.505690574646,4.366182327270497
1982-02-01,8.95446491241455,11.569279670715302,24.588424682617198,14.6088104248047,43.471561431884794,0.465782046318054,0.712151169776917,20.523744583129854,-9.979614257812498
1982-03-01,6.32284307479858,23.2766132354736,42.1182861328125,16.6437873840332,79.33518981933591,0.49162667989730796,0.577252984046936,29.59945631027218,-25.4744987487793
1982-04-01,11.505984306335401,35.1628837585449,61.2193946838379,17.7133712768555,107.80187225341801,0.504089117050171,0.63273549079895,46.6688680648803,-43.50602340698239
1982-05-01,7.63978719711304,30.1032390594482,35.8903579711914,18.780611038208,80.26527404785159,0.424149036407471,0.5804485678672789,37.74302625656124,-17.1097469329834
1982-06-01,13.771193504333501,26.406085968017603,18.1509628295898,18.7413444519043,58.9329299926758,0.381725609302521,0.611098885536194,40.1772794723511,0.5903816223144993
1982-07-01,7.89890623092651,13.740118980407699,-7.247028350830081,19.284320831298803,21.437551498413104,0.309352815151215,0.550975143909454,21.639025211334207,26.531349182128885
1982-08-01,7.15163707733154,10.984920501709,-5.19019842147827,19.019607543945302,19.3069953918457,0.258821129798889,0.556353211402893,18.13655757904054,24.20980596542357
1982-09-01,3.3467605113983194,7.18052530288696,-3.09506368637085,18.124584197998,14.7264671325684,0.234177827835083,0.539567828178406,10.52728581428528,21.21964788436885
1982-10-01,8.3541955947876,11.864612579345698,12.3904151916504,18.4391078948975,30.349369049072298,0.266888797283173,0.6358582377433779,20.218808174133297,6.0486927032471005
1982-11-01,13.7243986129761,8.45705413818359,10.7545013427734,17.0613117218018,25.603004455566396,0.32556048035621604,0.714878678321838,22.18145275115969,6.3068103790284
1982-12-01,13.220983505249,3.7302885055542006,6.08568477630615,15.037281036377001,14.091503143310499,0.279689490795135,0.721125781536102,16.9512720108032,8.95159626007085
1983-01-01,7.00342655181885,7.69301605224609,16.133539199829098,14.6921672821045,30.6300239562988,0.423570841550827,0.637217581272125,14.696442604064941,-1.4413719177245987
1983-02-01,3.3377501964569105,10.1741323471069,19.1387882232666,11.2648868560791,34.3167304992676,0.43791803717613204,0.5603402853012079,13.51188254356381,-7.873901367187502
1983-03-01,3.53227949142456,17.999042510986303,27.367019653320302,15.844617843627901,64.3549118041992,0.491091877222061,0.516357719898224,21.531322002410864,-11.5224018096924
1983-04-01,6.1961555480957005,16.8088626861572,20.522418975830103,15.423152923584,48.570804595947294,0.4561010897159579,0.5442471504211429,23.0050182342529,-5.099266052246103
1983-05-01,8.18454837799072,25.9211025238037,37.1046485900879,18.0943489074707,78.52374267578121,0.436570137739182,0.570850610733032,34.10565090179442,-19.010299682617198
1983-06-01,7.08724021911621,14.170392036438,-2.8082294464111297,17.894342422485398,20.3634052276611,0.293445616960526,0.534067690372467,21.25763225555421,20.702571868896527
1983-07-01,3.41026163101196,7.28639030456543,-3.3826441764831503,18.666654586792,7.1099157333374,0.18422274291515398,0.500351786613464,10.696651935577389,22.04929876327515
1983-08-01,7.9974160194397,9.33213424682617,-2.59841513633728,18.4028358459473,14.769536018371598,0.198846876621246,0.549982011318207,17.32955026626587,21.00125098228458
1983-09-01,6.1024489402771,8.76554012298584,-1.57474160194397,17.5424785614014,17.1253528594971,0.213876470923424,0.5621235966682429,14.86798906326294,19.11722016334537
