date,mevap,mtransp,mnpp,mrh,mgpp,mfapar,mswc1,met,mnee
1982-01-01,0.292189121246338,5.29302835464478,-31.0887451171875,12.1375150680542,11.1631374359131,0.23987069725990304,0.3635275363922121,5.585217475891118,43.2262601852417
1982-02-01,5.49510383605957,24.654527664184602,-12.4762372970581,10.3973779678345,61.675628662109396,0.5338503718376161,0.43625319004058793,30.149631500244173,22.8736152648926
1982-03-01,11.530986785888699,15.290102005004899,-21.2306747436523,11.4524688720703,23.1016120910645,0.31615316867828397,0.42393234372139,26.821088790893597,32.6831436157226
1982-04-01,1.9169111251831101,18.1845664978027,-30.6472682952881,11.1075525283813,33.5245132446289,0.49156066775322,0.38534080982208296,20.101477622985808,41.7548208236694
1982-05-01,30.386781692504897,49.8312759399414,16.6649017333984,11.5081367492676,88.15453338623051,0.49036443233490007,0.52067893743515,80.21805763244629,-5.156764984130799
1982-06-01,21.5986003875732,76.5566024780273,49.359523773193395,11.1657466888428,143.530517578125,0.687008142471313,0.6042919754981989,98.1552028656005,-38.19377708435059
1982-07-01,13.6729907989502,64.49037933349611,42.396644592285206,11.568884849548303,135.27542114257798,0.6894677877426151,0.534321367740631,78.1633701324463,-30.8277597427369
1982-08-01,29.801212310791,67.68328857421879,51.18473815917971,11.5973234176636,142.10665893554702,0.687111496925354,0.6534459590911871,97.4845008850098,-39.587414741516106
1982-09-01,31.684148788452102,69.799186706543,51.3115577697754,11.2518844604492,141.55075073242202,0.687602281570435,0.66886305809021,101.4833354949951,-40.0596733093262
1982-10-01,22.658876419067397,72.6856460571289,50.621452331543,11.6558494567871,143.07214355468798,0.6878234148025509,0.584817588329315,95.3445224761963,-38.965602874755895
1982-11-01,12.401973724365199,68.22946929931639,47.6245918273926,11.3067960739136,145.23791503906202,0.6836150288581851,0.468064278364182,80.63144302368158,-36.317795753479
1982-12-01,0.65796834230423,19.2770385742188,-28.1167106628418,11.361664772033699,52.7421188354492,0.557725250720978,0.35759609937667797,19.93500691652303,39.4783754348755
1983-01-01,0.26595368981361395,7.97881269454956,-27.355890274047898,12.6409759521484,21.5740070343018,0.358985632658005,0.35642278194427507,8.244766384363174,39.996866226196296
1983-02-01,0.24203707277774802,3.84032988548279,-22.9887428283691,10.8622598648071,5.112921237945559,0.203962579369545,0.359300434589386,4.082366958260538,33.8510026931762
1983-03-01,0.15018175542354598,3.21620059013367,-24.631811141967802,11.9506750106812,0.00044546619756147303,0.184605613350868,0.35595971345901506,3.366382345557216,36.582486152649004
1983-04-01,0.0938770547509193,2.80193281173706,-25.657844543457,11.568859100341802,0.187269002199173,0.184296756982803,0.355471074581146,2.8958098664879794,37.2267036437988
1983-05-01,22.100646972656197,40.788299560546896,5.8759860992431605,11.9636783599854,67.9365997314453,0.443336606025696,0.5231158137321471,62.8889465332031,6.087692260742239
