"date" "vegc"
"1982-1" 2903.6435546875
"1983-1" 2719.05541992188
"1984-1" 2805.51782226562
"1985-1" 2955.37353515625
"1986-1" 2960.361328125
"1987-1" 2910.81079101562
"1988-1" 3012.42260742188
"1989-1" 2958.56176757812
"1990-1" 2873.95654296875
"1991-1" 2848.2412109375
"1992-1" 2937.0576171875
"1993-1" 3001.94311523438
"1994-1" 3050.95751953125
"1995-1" 3061.31958007812
"1996-1" 3011.1142578125
"1997-1" 2866.54272460938
"1998-1" 2767.53076171875
"1999-1" 2789.85400390625
"2000-1" 2758.349609375
"2001-1" 2784.1279296875
"2002-1" 2802.54614257812
"2003-1" 2898.06518554688
"2004-1" 2928.06372070312
"2005-1" 2815.70483398438
"2006-1" 2798.5
"2007-1" 2818.33520507812
"2008-1" 2918.11328125
"2009-1" 2956.10815429688
"2010-1" 3028.50024414062
"2011-1" 3103.00170898438
