"date" "vegc"
"1982-1" 2935.82080078125
"1983-1" 2731.03637695312
"1984-1" 2818.20629882812
"1985-1" 2982.33715820312
"1986-1" 3025.18774414062
"1987-1" 2945.396484375
"1988-1" 3059.10205078125
"1989-1" 2973.541015625
"1990-1" 2886.77124023438
"1991-1" 2851.55493164062
"1992-1" 2929.2666015625
"1993-1" 2987.32470703125
"1994-1" 3022.4833984375
"1995-1" 3062.58422851562
"1996-1" 2983.48510742188
"1997-1" 2836.37548828125
"1998-1" 2740.01025390625
"1999-1" 2753.49047851562
"2000-1" 2753.71435546875
"2001-1" 2788.40209960938
"2002-1" 2841.51831054688
"2003-1" 2927.53247070312
"2004-1" 2920.14282226562
"2005-1" 2801.634765625
"2006-1" 2800.8935546875
"2007-1" 2815.71875
"2008-1" 2916.02026367188
"2009-1" 2966.10278320312
"2010-1" 3057.95361328125
"2011-1" 3128.73950195312
