"date" "mgpp"
"1982-1" 0
"1982-2" 0
"1982-3" 0
"1982-4" 15.2086095809937
"1982-5" 122.25993347168
"1982-6" 134.486968994141
"1982-7" 147.951431274414
"1982-8" 97.0567779541016
"1982-9" 98.4672012329102
"1982-10" 26.1332683563232
"1982-11" 0.26228928565979
"1982-12" 0
"1983-1" 0
"1983-2" 0
"1983-3" 0
"1983-4" 8.14023399353027
"1983-5" 61.9676971435547
"1983-6" 173.693756103516
"1983-7" 170.553619384766
"1983-8" 97.3614730834961
"1983-9" 98.0245361328125
"1983-10" 26.5412902832031
"1983-11" 1.71639537811279
"1983-12" 8.21690719021717e-07
"1984-1" 0
"1984-2" 0
"1984-3" 0
"1984-4" 54.0483169555664
"1984-5" 101.223564147949
"1984-6" 160.230270385742
"1984-7" 158.430221557617
"1984-8" 100.003746032715
"1984-9" 62.5720062255859
"1984-10" 19.1065673828125
"1984-11" 0.15083871781826
"1984-12" 0
"1985-1" 0
"1985-2" 0
"1985-3" 0
"1985-4" 30.7664375305176
"1985-5" 128.954956054688
"1985-6" 154.416885375977
"1985-7" 125.013229370117
"1985-8" 141.161895751953
"1985-9" 81.20751953125
"1985-10" 19.1035480499268
"1985-11" 0.518140912055969
"1985-12" 0
"1986-1" 3.35980820942439e-09
"1986-2" 0
"1986-3" 0
"1986-4" 12.9343032836914
"1986-5" 121.527587890625
"1986-6" 108.537986755371
"1986-7" 163.300933837891
"1986-8" 161.410720825195
"1986-9" 72.1906814575195
"1986-10" 23.238187789917
"1986-11" 0.730179786682129
"1986-12" 2.67110316087837e-08
"1987-1" 2.28756635856087e-09
"1987-2" 0
"1987-3" 0
"1987-4" 51.9785957336426
"1987-5" 89.747200012207
"1987-6" 96.8571243286133
"1987-7" 165.116455078125
"1987-8" 125.644813537598
"1987-9" 89.1483764648438
"1987-10" 21.1251659393311
"1987-11" 1.46147930622101
"1987-12" 1.2046352537709e-07
"1988-1" 0
"1988-2" 0
"1988-3" 0
"1988-4" 17.6402473449707
"1988-5" 110.446899414062
"1988-6" 142.930252075195
"1988-7" 152.649749755859
"1988-8" 106.840232849121
"1988-9" 85.2443618774414
"1988-10" 23.7177734375
"1988-11" 0.559637188911438
"1988-12" 0
"1989-1" 0
"1989-2" 0
"1989-3" 0
"1989-4" 14.9815320968628
"1989-5" 97.1633834838867
"1989-6" 180.011627197266
"1989-7" 133.200897216797
"1989-8" 142.61637878418
"1989-9" 91.5558624267578
"1989-10" 27.9896965026855
"1989-11" 0.224820822477341
"1989-12" 0
"1990-1" 0
"1990-2" 0
"1990-3" 0
"1990-4" 15.8438920974731
"1990-5" 91.343376159668
"1990-6" 141.926223754883
"1990-7" 72.0904159545898
"1990-8" 93.9010925292969
"1990-9" 78.9150543212891
"1990-10" 16.0314311981201
"1990-11" 0.37781822681427
"1990-12" 0
"1991-1" 0
"1991-2" 0
"1991-3" 0
"1991-4" 32.9734573364258
"1991-5" 124.739921569824
"1991-6" 163.871597290039
"1991-7" 123.996604919434
"1991-8" 75.5874710083008
"1991-9" 63.7173004150391
"1991-10" 13.2841968536377
"1991-11" 0.00182191922795027
"1991-12" 0
"1992-1" 0
"1992-2" 0
"1992-3" 0
"1992-4" 5.8670802116394
"1992-5" 118.668350219727
"1992-6" 155.598922729492
"1992-7" 98.1182327270508
"1992-8" 159.823455810547
"1992-9" 82.5785217285156
"1992-10" 19.0162792205811
"1992-11" 0.342727035284042
"1992-12" 6.95098076319844e-11
"1993-1" 0
"1993-2" 0
"1993-3" 0
"1993-4" 16.4152774810791
"1993-5" 108.951591491699
"1993-6" 108.474784851074
"1993-7" 162.519805908203
"1993-8" 149.633590698242
"1993-9" 86.4950256347656
"1993-10" 15.2513046264648
"1993-11" 0.0246672127395868
"1993-12" 6.26725622510094e-08
"1994-1" 0
"1994-2" 0
"1994-3" 0
"1994-4" 20.4887065887451
"1994-5" 108.025039672852
"1994-6" 146.976470947266
"1994-7" 162.997375488281
"1994-8" 143.886291503906
"1994-9" 107.608123779297
"1994-10" 31.4267330169678
"1994-11" 1.13939213752747
"1994-12" 2.72555962510523e-06
"1995-1" 0
"1995-2" 0
"1995-3" 0
"1995-4" 0
"1995-5" 103.022743225098
"1995-6" 119.649955749512
"1995-7" 136.704788208008
"1995-8" 130.263168334961
"1995-9" 107.287132263184
"1995-10" 32.008056640625
"1995-11" 0.0656419023871422
"1995-12" 0
"1996-1" 0
"1996-2" 0
"1996-3" 0
"1996-4" 2.09395575523376
"1996-5" 81.0151901245117
"1996-6" 159.166900634766
"1996-7" 166.802337646484
"1996-8" 134.679412841797
