"date" "fpc NatStand" "fpc TrBE" "fpc TrBR" "fpc TeNE" "fpc TeBE" "fpc TeBS" "fpc BoNE" "fpc BoBS" "fpc BoNS" "fpc TrH" "fpc TeH" "fpc PoH"
"1982-1" 0.995000004768372 0 0 0 0 0 0.000515903438352699 0.161193337244407 0.400767343772799 0 0 0.43252500189995
"1983-1" 0.995000004768372 0 0 0 0 0 0.000509226752149726 0.160632415215085 0.392934569960399 0 0 0.44092539938994
"1984-1" 0.995999991893768 0 0 0 0 0 0.000515838237006322 0.160712239030323 0.392872621199771 0 0 0.441900901416547
"1985-1" 0.995999991893768 0 0 0 0 0 0.000555056122270775 0.168181905331338 0.403565457993428 0 0 0.423699157246679
"1986-1" 0.995999991893768 0 0 0 0 0 0.000582506102658347 0.173173254332176 0.408828926931379 0 0 0.413416837903828
"1987-1" 0.995999991893768 0 0 0 0 0 0.000611644020215487 0.173857702389979 0.407605923315463 0 0 0.413926259486672
"1988-1" 0.995999991893768 0 0 0 0 0 0.000613607395801425 0.174665706405047 0.406328362138117 0 0 0.414393827880389
"1989-1" 0.996999979019165 0 0 0 0 0 0.000693819599584769 0.194386419810062 0.43285402862292 0 0 0.369067115676252
"1990-1" 0.996999979019165 0 0 0 0 0 0.000650037329468778 0.163549168318955 0.384868711180602 0 0 0.447933689436489
"1991-1" 0.996999979019165 0 0 0 0 0 0.000758646331769683 0.181017970328924 0.407304576587521 0 0 0.407920317320823
"1992-1" 0.996999979019165 0 0 0 0 0 0.00078868336107496 0.185724674309981 0.412138125001839 0 0 0.39835002516859
"1993-1" 0.996999979019165 0 0 0 0 0 0.000792434674600898 0.191539476878955 0.418073844277572 0 0 0.386595714927246
"1994-1" 0.996999979019165 0 0 0 0 0 0.000808267537841162 0.202325814638556 0.429604594547996 0 0 0.364262715631348
"1995-1" 0.996999979019165 0 0 0 0 0 0.000810056174065585 0.200603594671193 0.421271785871156 0 0 0.374315991213578
"1996-1" 0.996999979019165 0 0 0 0 0 0.000776631408209355 0.204153322319495 0.421653329410042 0 0 0.370418132199077
"1997-1" 0.996999979019165 0 0 0 0 0 0.000746602213364034 0.195842842898124 0.404075020452595 0 0 0.396337004904126
"1998-1" 0.996999979019165 0 0 0 0 0 0.00078195646162478 0.202183489776687 0.410364204562732 0 0 0.383671785833904
"1999-1" 0.996999979019165 0 0 0 0 0 0.000800262112559236 0.215444066520661 0.421217262672506 0 0 0.359539788398813
"2000-1" 0.996999979019165 0 0 0 0 0 0.00082710593205261 0.228181666251324 0.43214585101169 0 0 0.335846710141077
"2001-1" 0.996999979019165 0 0 0 0 0 0.000846311559320356 0.241289221484102 0.4448112483594 0 0 0.310054444165971
"2002-1" 0.996999979019165 0 0 0 0 0 0.00080961146690528 0.23189509720369 0.427382276511715 0 0 0.336914324882585
"2003-1" 0.996999979019165 0 0 0 0 0 0.000790927208439332 0.225730053651567 0.41031672332489 0 0 0.360163670470769
"2004-1" 0.996999979019165 0 0 0 0 0 0.000815514355267222 0.231572162389238 0.407230769707169 0 0 0.357382927913825
"2005-1" 0.996999979019165 0 0 0 0 0 0.000848683543629783 0.245792169151951 0.418009396965381 0 0 0.332351045141245
"2006-1" 0.996999979019165 0 0 0 0 0 0.000901413637510826 0.258222760190492 0.427718715845941 0 0 0.31015835022901
"2007-1" 0.996999979019165 0 0 0 0 0 0.000926398774904469 0.26683748500291 0.431620556391024 0 0 0.297616766597251
"2008-1" 0.996999979019165 0 0 0 0 0 0.000939603321912161 0.269050265193542 0.428377213463634 0 0 0.298634136799841
"2009-1" 0.996999979019165 0 0 0 0 0 0.000956588082898072 0.264454271533012 0.421051553746693 0 0 0.310538824102963
"2010-1" 0.996999979019165 0 0 0 0 0 0.000992849967852955 0.276871239200119 0.428823382592199 0 0 0.290313688695555
"2011-1" 0.996999979019165 0 0 0 0 0 0.000975645609856135 0.280008952715413 0.430429425062712 0 0 0.285587136487415
