"date" "vegc"
"1982-1" 3265.03930664062
"1983-1" 3104.09545898438
"1984-1" 3216.88012695312
"1985-1" 3365.0322265625
"1986-1" 3368.66552734375
"1987-1" 3395.77490234375
"1988-1" 3488.87426757812
"1989-1" 3466.45849609375
"1990-1" 3375.072265625
"1991-1" 3369.751953125
"1992-1" 3464.02978515625
"1993-1" 3535.18090820312
"1994-1" 3579.34423828125
"1995-1" 3592.16040039062
"1996-1" 3522.03564453125
"1997-1" 3385.208984375
"1998-1" 3279.06860351562
"1999-1" 3297.18872070312
"2000-1" 3276.65649414062
"2001-1" 3316.93701171875
"2002-1" 3348.26123046875
"2003-1" 3436.03759765625
"2004-1" 3444.74780273438
"2005-1" 3329.6748046875
"2006-1" 3269.43115234375
"2007-1" 3288.6064453125
"2008-1" 3388.21923828125
"2009-1" 3422.53051757812
"2010-1" 3491.74243164062
"2011-1" 3562.39526367188
