"date" "mfapar"
"1982-1" 0.211309924721718
"1982-2" 0.496182322502136
"1982-3" 0.227812558412552
"1982-4" 0.442731559276581
"1982-5" 0.441323429346085
"1982-6" 0.679150104522705
"1982-7" 0.682015597820282
"1982-8" 0.679185807704926
"1982-9" 0.679730474948883
"1982-10" 0.679986238479614
"1982-11" 0.674894392490387
"1982-12" 0.629575610160828
"1983-1" 0.348922878503799
"1983-2" 0.156947404146194
"1983-3" 0.082380622625351
"1983-4" 0.126310780644417
"1983-5" 0.443504095077515
"1983-6" 0.655995965003967
"1983-7" 0.657465875148773
"1983-8" 0.655451953411102
"1983-9" 0.654891192913055
"1983-10" 0.65566486120224
"1983-11" 0.653264820575714
"1983-12" 0.643050491809845
"1984-1" 0.209648549556732
"1984-2" 0.0826720967888832
"1984-3" 0.208689838647842
"1984-4" 0.470906913280487
"1984-5" 0.557034254074097
"1984-6" 0.558673739433289
"1984-7" 0.557264089584351
"1984-8" 0.557301044464111
"1984-9" 0.557026445865631
"1984-10" 0.558624804019928
"1984-11" 0.555132806301117
"1984-12" 0.540829956531525
"1985-1" 0.283572047948837
"1985-2" 0.283375114202499
"1985-3" 0.229924038052559
"1985-4" 0.58546245098114
"1985-5" 0.600398004055023
"1985-6" 0.598868012428284
"1985-7" 0.59611839056015
"1985-8" 0.597384333610535
"1985-9" 0.595007240772247
"1985-10" 0.597338974475861
"1985-11" 0.595611155033112
"1985-12" 0.594142973423004
"1986-1" 0.267628908157349
"1986-2" 0.385578542947769
"1986-3" 0.537325263023376
"1986-4" 0.331268519163132
"1986-5" 0.606778681278229
"1986-6" 0.649895787239075
"1986-7" 0.648942053318024
"1986-8" 0.648297846317291
"1986-9" 0.646836638450623
"1986-10" 0.648153901100159
"1986-11" 0.645895719528198
"1986-12" 0.585373759269714
"1987-1" 0.185121804475784
"1987-2" 0.13527649641037
"1987-3" 0.209159687161446
"1987-4" 0.628820240497589
"1987-5" 0.647818982601166
"1987-6" 0.646416485309601
"1987-7" 0.645778656005859
"1987-8" 0.643317401409149
"1987-9" 0.643028318881989
"1987-10" 0.643998503684998
"1987-11" 0.642070412635803
"1987-12" 0.543052434921265
"1988-1" 0.423715472221375
"1988-2" 0.198316320776939
"1988-3" 0.362039506435394
"1988-4" 0.643917679786682
"1988-5" 0.555932343006134
"1988-6" 0.64370197057724
"1988-7" 0.64198511838913
"1988-8" 0.640521943569183
"1988-9" 0.639157950878143
"1988-10" 0.643254816532135
"1988-11" 0.641829907894135
"1988-12" 0.640483677387238
"1989-1" 0.26564559340477
"1989-2" 0.0720286220312119
"1989-3" 0.0681864842772484
"1989-4" 0.39766326546669
"1989-5" 0.602088689804077
"1989-6" 0.668329060077667
"1989-7" 0.669700622558594
"1989-8" 0.668221890926361
"1989-9" 0.670044600963593
"1989-10" 0.66939789056778
"1989-11" 0.668307304382324
"1989-12" 0.602551400661469
"1990-1" 0.391782432794571
"1990-2" 0.234198123216629
"1990-3" 0.189466819167137
"1990-4" 0.292556256055832
"1990-5" 0.506001234054565
"1990-6" 0.65728098154068
"1990-7" 0.659098863601685
"1990-8" 0.65869152545929
