"date" "fpc NatStand" "fpc TrBE" "fpc TrBR" "fpc TeNE" "fpc TeBE" "fpc TeBS" "fpc BoNE" "fpc BoBS" "fpc BoNS" "fpc TrH" "fpc TeH" "fpc PoH"
"1982-1" 0.921000003814697 0.093517783872695 0.668242143895384 0 0 0 0 0 0 8.41089822634228e-05 0 0
"1983-1" 0.917999982833862 0.0641451684758678 0.582834882089486 0 0 0 0 0 0 0.000142695340511763 0 0
"1984-1" 0.916999995708466 0.0695211860413201 0.623755076111834 0 0 0 0 0 0 0.000117968717663616 0 0
"1985-1" 0.915000021457672 0.0821005813286821 0.670280943436449 0 0 0 0 0 0 8.56818962068047e-05 0 0
"1986-1" 0.913999974727631 0.0760779415492907 0.668215814114692 0 0 0 0 0 0 8.94385312284664e-05 0 0
"1987-1" 0.913999974727631 0.0722612086223595 0.675959463025677 0 0 0 0 0 0 8.73422605806229e-05 0 0
"1988-1" 0.91100001335144 0.0786505987175641 0.700363633823869 0 0 0 0 0 0 6.93835659531603e-05 0 0
"1989-1" 0.907000005245209 0.0770156323446214 0.690003385659832 0 0 0 0 0 0 7.36477337525592e-05 0 0
"1990-1" 0.902999997138977 0.0740808656550733 0.670916107913058 0 0 0 0 0 0 8.33098280616272e-05 0 0
"1991-1" 0.902999997138977 0.0711326506044783 0.669625809276418 0 0 0 0 0 0 8.55717932626236e-05 0 0
"1992-1" 0.902999997138977 0.0773004226023559 0.69163435448619 0 0 0 0 0 0 7.05622277329771e-05 0 0
"1993-1" 0.898000001907349 0.0839780770386778 0.705658981629966 0 0 0 0 0 0 5.68681975317373e-05 0 0
"1994-1" 0.897000014781952 0.0862130116126494 0.710609425751404 0 0 0 0 0 0 5.25059569439384e-05 0 0
"1995-1" 0.89300000667572 0.0901692379822743 0.710694568761305 0 0 0 0 0 0 4.82335821111127e-05 0 0
"1996-1" 0.89300000667572 0.0864518080409038 0.691513120217891 0 0 0 0 0 0 6.04760530851164e-05 0 0
"1997-1" 0.887000024318695 0.0750929273838432 0.660906116187686 0 0 0 0 0 0 7.9717643183444e-05 0 0
"1998-1" 0.881999969482422 0.0631177800512432 0.637607848159632 0 0 0 0 0 0 9.59187596880906e-05 0 0
"1999-1" 0.880999982357025 0.0605474040974481 0.642755595567571 0 0 0 0 0 0 9.39887539593387e-05 0 0
"2000-1" 0.874000012874603 0.0616683411443644 0.638690690150604 0 0 0 0 0 0 9.18079586108172e-05 0 0
"2001-1" 0.870999991893768 0.0642882335759332 0.64744546138682 0 0 0 0 0 0 8.41190300518197e-05 0 0
"2002-1" 0.867999970912933 0.065279831159049 0.654603603599906 0 0 0 0 0 0 7.81564707579628e-05 0 0
"2003-1" 0.865000009536743 0.0732432434587409 0.675590853689002 0 0 0 0 0 0 6.11142894384499e-05 0 0
"2004-1" 0.861999988555908 0.0757335940528669 0.672662178884309 0 0 0 0 0 0 5.9742811652462e-05 0 0
"2005-1" 0.860000014305115 0.0658753605713738 0.644901232717778 0 0 0 0 0 0 7.87740481616381e-05 0 0
"2006-1" 0.860000014305115 0.0668769232132034 0.631157556541979 0 0 0 0 0 0 8.56437447931497e-05 0 0
"2007-1" 0.860000014305115 0.0698858849408053 0.633577028322946 0 0 0 0 0 0 8.27167502509985e-05 0 0
"2008-1" 0.860000014305115 0.0780188406570375 0.65647430439008 0 0 0 0 0 0 6.61508175197377e-05 0 0
"2009-1" 0.860000014305115 0.0824975033415889 0.660323058621657 0 0 0 0 0 0 6.16887325379433e-05 0 0
"2010-1" 0.860000014305115 0.0879484463956208 0.67277318881456 0 0 0 0 0 0 5.21290875561999e-05 0 0
"2011-1" 0.860000014305115 0.0922735085040776 0.683232534567686 0 0 0 0 0 0 4.42483482122617e-05 0 0
