"date" "vegc"
"1982-1" 2906.392578125
"1983-1" 2706.2939453125
"1984-1" 2792.33447265625
"1985-1" 2953.28247070312
"1986-1" 2994.08837890625
"1987-1" 2915.43676757812
"1988-1" 3026.451171875
"1989-1" 2951.44775390625
"1990-1" 2865.77856445312
"1991-1" 2833.28759765625
"1992-1" 2911.6083984375
"1993-1" 2970.76782226562
"1994-1" 3010.62109375
"1995-1" 3046.95581054688
"1996-1" 2973.47241210938
"1997-1" 2824.15478515625
"1998-1" 2733.56518554688
"1999-1" 2746.25537109375
"2000-1" 2749.6162109375
"2001-1" 2779.6982421875
"2002-1" 2825.25341796875
"2003-1" 2916.3310546875
"2004-1" 2921.38940429688
"2005-1" 2805.19897460938
"2006-1" 2808.11181640625
"2007-1" 2818.5029296875
"2008-1" 2922.92944335938
"2009-1" 2968.17602539062
"2010-1" 3047.49291992188
"2011-1" 3123.73291015625
