"date" "vegc"
"1982-1" 2905.62377929688
"1983-1" 2734.45166015625
"1984-1" 2812.9462890625
"1985-1" 2955.06005859375
"1986-1" 2988.40795898438
"1987-1" 2923.1279296875
"1988-1" 3024.66870117188
"1989-1" 3040.76538085938
"1990-1" 2957.62817382812
"1991-1" 2978.38916015625
"1992-1" 3065.57739257812
"1993-1" 3112.13623046875
"1994-1" 3166.42919921875
"1995-1" 3189.609375
"1996-1" 3143.62109375
"1997-1" 3003.7705078125
"1998-1" 2940.71264648438
"1999-1" 2914.0625
"2000-1" 2915.59619140625
"2001-1" 2937.53979492188
"2002-1" 2956.64794921875
"2003-1" 3055.76440429688
"2004-1" 3074.66625976562
"2005-1" 2963.70776367188
"2006-1" 2936.54760742188
"2007-1" 2963.8544921875
"2008-1" 3070.22998046875
"2009-1" 3099.29516601562
"2010-1" 3158.97924804688
"2011-1" 3199.857421875
