"date" "fpc NatStand" "fpc TrBE" "fpc TrBR" "fpc TeNE" "fpc TeBE" "fpc TeBS" "fpc BoNE" "fpc BoBS" "fpc BoNS" "fpc TrH" "fpc TeH" "fpc PoH"
"1982-1" 0.214999958872795 0 0 0.00454444633479387 0.0786598113213084 0.0107854491888718 0 0 0 0 0.103251372494404 0
"1983-1" 0.216999977827072 0 0 0.00375720997879314 0.0419413960337911 0.00453981072075466 0 0 0 0 0.0737548232712237 0
"1984-1" 0.212999954819679 0 0 0.00483470552309156 0.0535887567278404 0.00630096295002699 0 0 0 0 0.111965932521128 0
"1985-1" 0.213999971747398 0 0 0.00556894249335235 0.064293835496434 0.00840145712442175 0 0 0 0 0.120851244945532 0
"1986-1" 0.214999973773956 0 0 0.0050870948971331 0.0709975762488018 0.00940669641638303 0 0 0 0 0.127398512022342 0
"1987-1" 0.214999973773956 0 0 0.00489851100222105 0.0732528619520156 0.00981116014995242 0 0 0 0 0.127037436665081 0
"1988-1" 0.212999954819679 0 0 0.00543403988738103 0.0888119154540457 0.0139259798045044 0 0 0 0 0.104828024831412 0
"1989-1" 0.212999954819679 0 0 0.00498642374417976 0.0960848491826161 0.0161386522840024 0 0 0 0 0.0957900276251644 0
"1990-1" 0.212999954819679 0 0 0.00445473808553726 0.0955246158574741 0.0155384367527711 0 0 0 0 0.0974821665043568 0
"1991-1" 0.212999954819679 0 0 0.0041645584250774 0.0915735283564656 0.013506688754793 0 0 0 0 0.10375518007683 0
"1992-1" 0.216999992728233 0 0 0.00439744623170513 0.0962282078504173 0.0148201200242609 0 0 0 0 0.101554217005074 0
"1993-1" 0.218999981880188 0 0 0.00442945281461493 0.0962566541363863 0.0140148165402199 0 0 0 0 0.104299053086017 0
"1994-1" 0.220999971032143 0 0 0.00422696068053011 0.0817191110725335 0.0115392489358241 0 0 0 0 0.0886346402814375 0
"1995-1" 0.221999987959862 0 0 0.00345606403121608 0.0528730055922464 0.0080025147106309 0 0 0 0 0.0757530900878614 0
"1996-1" 0.224999949336052 0 0 0.00559610682258888 0.0710706975466393 0.0129366373384445 0 0 0 0 0.11769045027444 0
"1997-1" 0.223999947309494 0 0 0.00715206621735542 0.0949141326801817 0.0204657289524939 0 0 0 0 0.101468019459463 0
"1998-1" 0.227999955415726 0 0 0.00794628968421152 0.111945619508012 0.0262271945748556 0 0 0 0 0.0818808550461103 0
"1999-1" 0.229999959468842 0 0 0.00614286834156352 0.0914621168130765 0.019627492396288 0 0 0 0 0.0804370461217214 0
"2000-1" 0.231999978423119 0 0 0.00542303079594381 0.0958637234222603 0.0195581902553127 0 0 0 0 0.0896027362459195 0
"2001-1" 0.233999967575073 0 0 0.00615697383128699 0.110598632149802 0.0256293683300726 0 0 0 0 0.0916149963149238 0
"2002-1" 0.234999969601631 0 0 0.00647158579075516 0.121368672943361 0.0290050216870262 0 0 0 0 0.0781546931199828 0
"2003-1" 0.237999960780144 0 0 0.00621714005612931 0.122261078356744 0.0309713020547298 0 0 0 0 0.0785504380959932 0
"2004-1" 0.238999977707863 0 0 0.00828617974569446 0.141169359331763 0.0394222766494694 0 0 0 0 0.0501221637616245 0
"2005-1" 0.240999981760979 0 0 0.00763937446029261 0.0771674031925085 0.0195154861194491 0 0 0 0 0.0438045620549277 0
"2006-1" 0.240999981760979 0 0 0.00754052365128544 0.0948224033178735 0.0267397274031228 0 0 0 0 0.0762883542559112 0
"2007-1" 0.240999981760979 0 0 0.00810856117409359 0.116320504266425 0.0344796584827212 0 0 0 0 0.0820912551443542 0
"2008-1" 0.240999981760979 0 0 0.00856168274606162 0.134845187532053 0.0411747053396749 0 0 0 0 0.056418404347599 0
"2009-1" 0.240999981760979 0 0 0.00737196310883745 0.108721898672268 0.0292623119932628 0 0 0 0 0.060781252999631 0
"2010-1" 0.240999981760979 0 0 0.00852438475498596 0.128345152499612 0.0389896413531587 0 0 0 0 0.0651408085399918 0
"2011-1" 0.240999981760979 0 0 0.0076268565060858 0.133762748548993 0.0436853815783411 0 0 0 0 0.0559250014121226 0
