"date" "mevap"
"1982-1" 8.50635051727295
"1982-2" 8.95446491241455
"1982-3" 6.32284307479858
"1982-4" 11.5059843063354
"1982-5" 7.63978719711304
"1982-6" 13.7711935043335
"1982-7" 7.89890623092651
"1982-8" 7.15163707733154
"1982-9" 3.34676051139832
"1982-10" 8.3541955947876
"1982-11" 13.7243986129761
"1982-12" 13.220983505249
"1983-1" 7.00342655181885
"1983-2" 3.33775019645691
"1983-3" 3.53227949142456
"1983-4" 6.1961555480957
"1983-5" 8.18454837799072
"1983-6" 7.08724021911621
"1983-7" 3.41026163101196
"1983-8" 7.9974160194397
"1983-9" 6.1024489402771
"1983-10" 3.07767057418823
"1983-11" 7.05640268325806
"1983-12" 13.0130834579468
"1984-1" 14.8602180480957
"1984-2" 10.7869253158569
"1984-3" 21.3792667388916
"1984-4" 29.2923030853271
"1984-5" 21.4742393493652
"1984-6" 16.7784004211426
"1984-7" 8.18999576568604
"1984-8" 2.98284792900085
"1984-9" 2.35358929634094
"1984-10" 9.09022521972656
"1984-11" 16.6851806640625
"1984-12" 14.9371061325073
"1985-1" 15.5631313323975
"1985-2" 18.0086631774902
"1985-3" 20.0487289428711
"1985-4" 7.56280994415283
"1985-5" 17.0549087524414
"1985-6" 8.09094142913818
"1985-7" 4.16027736663818
"1985-8" 2.91110801696777
"1985-9" 1.43897092342377
"1985-10" 0.882147669792175
"1985-11" 2.51252746582031
"1985-12" 8.9096736907959
"1986-1" 9.61838722229004
"1986-2" 13.9677209854126
"1986-3" 22.5061817169189
"1986-4" 17.5938377380371
"1986-5" 8.78613090515137
"1986-6" 12.2603063583374
"1986-7" 4.57699632644653
"1986-8" 2.33031988143921
"1986-9" 8.14283466339111
"1986-10" 17.2262516021729
"1986-11" 12.5923376083374
"1986-12" 6.99168682098389
"1987-1" 12.1522169113159
"1987-2" 17.3736629486084
"1987-3" 16.3508033752441
"1987-4" 14.0149793624878
"1987-5" 5.54735898971558
"1987-6" 4.43388986587524
"1987-7" 15.4356250762939
"1987-8" 14.3305339813232
"1987-9" 11.4466600418091
"1987-10" 7.05859613418579
"1987-11" 13.9890985488892
"1987-12" 19.2302513122559
"1988-1" 17.7097721099854
"1988-2" 10.1594676971436
"1988-3" 8.24364757537842
"1988-4" 13.3455495834351
"1988-5" 9.6942310333252
"1988-6" 20.4910545349121
"1988-7" 13.5039939880371
"1988-8" 4.62236261367798
"1988-9" 1.32851827144623
"1988-10" 6.05085325241089
"1988-11" 13.852972984314
"1988-12" 9.72929000854492
"1989-1" 4.44472408294678
"1989-2" 4.25905704498291
"1989-3" 6.61387157440186
"1989-4" 7.38549470901489
"1989-5" 16.44753074646
"1989-6" 9.16821670532227
"1989-7" 6.26895999908447
"1989-8" 5.0088210105896
"1989-9" 4.81099271774292
"1989-10" 7.09536266326904
"1989-11" 9.8592472076416
"1989-12" 22.9286251068115
"1990-1" 14.6363611221313
"1990-2" 11.8748588562012
"1990-3" 4.87876987457275
"1990-4" 6.84436082839966
"1990-5" 5.04127407073975
"1990-6" 3.66741180419922
"1990-7" 4.74999904632568
"1990-8" 10.3633918762207
"1990-9" 10.3388013839722
"1990-10" 6.56927156448364
"1990-11" 15.0033121109009
"1990-12" 8.08498668670654
"1991-1" 6.82101058959961
"1991-2" 9.48842716217041
"1991-3" 17.8652935028076
"1991-4" 10.3005084991455
"1991-5" 5.48269605636597
"1991-6" 4.77002668380737
"1991-7" 12.3070087432861
"1991-8" 4.37802934646606
"1991-9" 16.7419662475586
"1991-10" 9.80103492736816
"1991-11" 12.691309928894
"1991-12" 9.43968200683594
"1992-1" 5.42028570175171
"1992-2" 5.07477045059204
"1992-3" 10.8475093841553
"1992-4" 8.11515140533447
"1992-5" 6.62825727462769
"1992-6" 19.000825881958
"1992-7" 18.9750385284424
"1992-8" 4.68535375595093
"1992-9" 5.21755647659302
"1992-10" 17.9718208312988
"1992-11" 6.83496570587158
"1992-12" 5.2262601852417
"1993-1" 5.51440525054932
"1993-2" 5.03441286087036
"1993-3" 4.14940452575684
"1993-4" 3.02246761322021
"1993-5" 16.4788131713867
"1993-6" 15.980092048645
"1993-7" 5.64982891082764
"1993-8" 3.0821635723114
"1993-9" 3.20314192771912
"1993-10" 15.2301445007324
"1993-11" 19.5419616699219
"1993-12" 7.30321502685547
"1994-1" 8.91049671173096
"1994-2" 14.2152080535889
"1994-3" 10.343448638916
"1994-4" 5.29743432998657
"1994-5" 7.08469533920288
"1994-6" 11.6636552810669
"1994-7" 4.97945880889893
"1994-8" 2.88008284568787
"1994-9" 4.60350179672241
"1994-10" 9.13698482513428
"1994-11" 14.5683479309082
"1994-12" 4.65907335281372
"1995-1" 12.4145574569702
"1995-2" 13.3281726837158
"1995-3" 7.88561248779297
"1995-4" 2.57376909255981
"1995-5" 6.36770868301392
"1995-6" 21.5141048431396
"1995-7" 10.9607191085815
"1995-8" 6.33598613739014
"1995-9" 3.14232969284058
"1995-10" 2.83781790733337
"1995-11" 7.57388925552368
"1995-12" 15.7181901931763
"1996-1" 21.3394145965576
"1996-2" 19.0027256011963
"1996-3" 16.5430393218994
"1996-4" 9.19325542449951
"1996-5" 15.1313161849976
"1996-6" 15.4487009048462
"1996-7" 3.64023303985596
"1996-8" 2.08402323722839
"1996-9" 4.24945163726807
"1996-10" 12.6358642578125
"1996-11" 10.1391305923462
"1996-12" 16.373514175415
"1997-1" 17.8132381439209
"1997-2" 14.1426362991333
"1997-3" 5.59599351882935
"1997-4" 7.49047946929932
"1997-5" 14.5408039093018
"1997-6" 10.567741394043
