"date" "vegc"
"1982-1" 2888.8544921875
"1983-1" 2701.95434570312
"1984-1" 2787.56713867188
"1985-1" 2937.75244140625
"1986-1" 2950.04858398438
"1987-1" 2894.46948242188
"1988-1" 2998.69482421875
"1989-1" 2940.78881835938
"1990-1" 2856.337890625
"1991-1" 2824.99169921875
"1992-1" 2911.58520507812
"1993-1" 2974.22143554688
"1994-1" 3021.00561523438
"1995-1" 3036.927734375
"1996-1" 2981.02221679688
"1997-1" 2836.88647460938
"1998-1" 2736.39892578125
"1999-1" 2754.04077148438
"2000-1" 2745.86254882812
"2001-1" 2776.62036132812
"2002-1" 2798.56127929688
"2003-1" 2893.43237304688
"2004-1" 2918.38452148438
"2005-1" 2805.28588867188
"2006-1" 2782.04711914062
"2007-1" 2797.87060546875
"2008-1" 2897.64526367188
"2009-1" 2934.55249023438
"2010-1" 3009.37646484375
"2011-1" 3084.15625
