"date" "vegc"
"1982-1" 2939.16748046875
"1983-1" 2734.06567382812
"1984-1" 2821.30493164062
"1985-1" 2985.63110351562
"1986-1" 3028.48852539062
"1987-1" 2948.48217773438
"1988-1" 3062.33227539062
"1989-1" 2976.60375976562
"1990-1" 2889.51708984375
"1991-1" 2853.32373046875
"1992-1" 2931.33422851562
"1993-1" 2990.41259765625
"1994-1" 3024.82836914062
"1995-1" 3064.09326171875
"1996-1" 2984.97216796875
"1997-1" 2837.80102539062
"1998-1" 2741.44018554688
"1999-1" 2756.79150390625
"2000-1" 2756.48120117188
"2001-1" 2790.42553710938
"2002-1" 2843.47583007812
"2003-1" 2929.23168945312
"2004-1" 2921.87841796875
"2005-1" 2803.18115234375
"2006-1" 2803.259765625
"2007-1" 2818.00708007812
"2008-1" 2918.40600585938
"2009-1" 2968.5537109375
"2010-1" 3060.40673828125
"2011-1" 3132.23901367188
