"date" "fpc NatStand" "fpc TrBE" "fpc TrBR" "fpc TeNE" "fpc TeBE" "fpc TeBS" "fpc BoNE" "fpc BoBS" "fpc BoNS" "fpc TrH" "fpc TeH" "fpc PoH"
"1982-1" 0.921000003814697 0.212508435429164 0.550187295510312 0 0 0 0 0 0 8.33137693656838e-05 0 0
"1983-1" 0.917999982833862 0.147001301698801 0.48561251042193 0 0 0 0 0 0 0.00014984407935768 0 0
"1984-1" 0.916999995708466 0.160984882286785 0.520599944420105 0 0 0 0 0 0 0.00012380298774492 0 0
"1985-1" 0.915000021457672 0.189715260990981 0.559553295382983 0 0 0 0 0 0 8.70891788195553e-05 0 0
"1986-1" 0.913999974727631 0.18875215723746 0.542963310368183 0 0 0 0 0 0 9.58716996077107e-05 0 0
"1987-1" 0.913999974727631 0.181410982927344 0.549406880923087 0 0 0 0 0 0 9.63559756479325e-05 0 0
"1988-1" 0.91100001335144 0.20170901199263 0.569623538676566 0 0 0 0 0 0 7.32941613869834e-05 0 0
"1989-1" 0.907000005245209 0.197385233783778 0.560639235520064 0 0 0 0 0 0 7.82362489858005e-05 0 0
"1990-1" 0.902999997138977 0.191284054820661 0.545992992518968 0 0 0 0 0 0 8.71827906378589e-05 0 0
"1991-1" 0.902999997138977 0.192706287071495 0.533493032732103 0 0 0 0 0 0 9.30852191120034e-05 0 0
"1992-1" 0.902999997138977 0.203149158936821 0.551919065634138 0 0 0 0 0 0 7.77656194705673e-05 0 0
"1993-1" 0.898000001907349 0.209015587624801 0.566545066010278 0 0 0 0 0 0 6.42317686779317e-05 0 0
"1994-1" 0.897000014781952 0.214582903911309 0.572255223644703 0 0 0 0 0 0 5.77018449453241e-05 0 0
"1995-1" 0.89300000667572 0.222128509870728 0.567424550424001 0 0 0 0 0 0 5.41440929419318e-05 0 0
"1996-1" 0.89300000667572 0.211795522499882 0.558919948643428 0 0 0 0 0 0 6.41714015359486e-05 0 0
"1997-1" 0.887000024318695 0.188135413991692 0.534105551819593 0 0 0 0 0 0 8.67932970289903e-05 0 0
"1998-1" 0.881999969482422 0.17545983777319 0.512833244341664 0 0 0 0 0 0 0.000102175898908957 0 0
"1999-1" 0.880999982357025 0.168835076899795 0.519257340403733 0 0 0 0 0 0 0.000101772695502474 0 0
"2000-1" 0.874000012874603 0.167675215151261 0.518725795757632 0 0 0 0 0 0 9.89353990466144e-05 0 0
"2001-1" 0.870999991893768 0.171197771133111 0.52618832146166 0 0 0 0 0 0 9.14874773878306e-05 0 0
"2002-1" 0.867999970912933 0.179315855871825 0.528528761318611 0 0 0 0 0 0 8.43117325253148e-05 0 0
"2003-1" 0.865000009536743 0.196416960363475 0.547368743195975 0 0 0 0 0 0 6.3628498074942e-05 0 0
"2004-1" 0.861999988555908 0.197984659814914 0.552295092164456 0 0 0 0 0 0 5.85784944350139e-05 0 0
"2005-1" 0.860000014305115 0.177729886150303 0.519161643080849 0 0 0 0 0 0 8.58294746737967e-05 0 0
"2006-1" 0.860000014305115 0.178979040977218 0.52207915697673 0 0 0 0 0 0 8.36231611259734e-05 0 0
"2007-1" 0.860000014305115 0.176717001456998 0.529601151215772 0 0 0 0 0 0 8.08295789814124e-05 0 0
"2008-1" 0.860000014305115 0.191673220008028 0.55225371206506 0 0 0 0 0 0 6.08734095233748e-05 0 0
"2009-1" 0.860000014305115 0.195718786991787 0.556481328922338 0 0 0 0 0 0 5.64741543283729e-05 0 0
"2010-1" 0.860000014305115 0.208020968023083 0.56522459255082 0 0 0 0 0 0 4.53074565563232e-05 0 0
"2011-1" 0.860000014305115 0.215560198435565 0.574246556774071 0 0 0 0 0 0 3.65474975373412e-05 0 0
