"date" "fpc NatStand" "fpc TrBE" "fpc TrBR" "fpc TeNE" "fpc TeBE" "fpc TeBS" "fpc BoNE" "fpc BoBS" "fpc BoNS" "fpc TrH" "fpc TeH" "fpc PoH"
"1982-1" 0.921000003814697 0.645813829057062 0.0658259218677415 0 0 0 0 0 0 0.000107936715048301 0 0
"1983-1" 0.917999982833862 0.439867322266245 0.0626686900907298 0 0 0 0 0 0 0.000213427537320843 0 0
"1984-1" 0.916999995708466 0.496180467488852 0.0703675499618028 0 0 0 0 0 0 0.000180267572330558 0 0
"1985-1" 0.915000021457672 0.593253135288421 0.0812281942789932 0 0 0 0 0 0 0.000123917191517796 0 0
"1986-1" 0.913999974727631 0.597261793311432 0.0812078140871586 0 0 0 0 0 0 0.000121334593444051 0 0
"1987-1" 0.913999974727631 0.57416186771686 0.0794883318916417 0 0 0 0 0 0 0.000134135225978793 0 0
"1988-1" 0.91100001335144 0.634144608373987 0.0848722599144995 0 0 0 0 0 0 9.89370847985765e-05 0 0
"1989-1" 0.907000005245209 0.601597729883725 0.0880948567120576 0 0 0 0 0 0 0.000112027773452 0 0
"1990-1" 0.902999997138977 0.581208085781647 0.0880843102301823 0 0 0 0 0 0 0.000120515728278557 0 0
"1991-1" 0.902999997138977 0.567002313843986 0.0917742195946953 0 0 0 0 0 0 0.000125969826717816 0 0
"1992-1" 0.902999997138977 0.598976186404272 0.0997787685436693 0 0 0 0 0 0 0.000105365054784621 0 0
"1993-1" 0.898000001907349 0.620533831007037 0.106005322145073 0 0 0 0 0 0 8.84326479122337e-05 0 0
"1994-1" 0.897000014781952 0.628286126536533 0.111314025791036 0 0 0 0 0 0 8.11618567882655e-05 0 0
"1995-1" 0.89300000667572 0.64523367267401 0.114695557021207 0 0 0 0 0 0 6.85786669161496e-05 0 0
"1996-1" 0.89300000667572 0.612909798674053 0.116920935804499 0 0 0 0 0 0 8.41725838580335e-05 0 0
"1997-1" 0.887000024318695 0.531475408820313 0.11916676305616 0 0 0 0 0 0 0.000121938830237792 0 0
"1998-1" 0.881999969482422 0.500705730041318 0.113864417278876 0 0 0 0 0 0 0.0001379825659375 0 0
"1999-1" 0.880999982357025 0.504735337282305 0.116177258996162 0 0 0 0 0 0 0.000134193946844967 0 0
"2000-1" 0.874000012874603 0.509835459351571 0.120970122122556 0 0 0 0 0 0 0.000125492655076002 0 0
"2001-1" 0.870999991893768 0.525238680481195 0.119146730014452 0 0 0 0 0 0 0.000116941701711168 0 0
"2002-1" 0.867999970912933 0.549527809324793 0.118104020512134 0 0 0 0 0 0 0.00010339926922301 0 0
"2003-1" 0.865000009536743 0.591232861540377 0.125917866649697 0 0 0 0 0 0 7.62608985719043e-05 0 0
"2004-1" 0.861999988555908 0.585353036619409 0.129631091006175 0 0 0 0 0 0 7.58332452215071e-05 0 0
"2005-1" 0.860000014305115 0.51530883930964 0.136065710662116 0 0 0 0 0 0 0.000107643412237578 0 0
"2006-1" 0.860000014305115 0.518396280090137 0.136483133619327 0 0 0 0 0 0 0.000105897343616351 0 0
"2007-1" 0.860000014305115 0.517915153773693 0.139762773752425 0 0 0 0 0 0 0.000104453566300766 0 0
"2008-1" 0.860000014305115 0.559534938105898 0.149863901842981 0 0 0 0 0 0 7.77152088824937e-05 0 0
"2009-1" 0.860000014305115 0.573234479425693 0.151477348641917 0 0 0 0 0 0 6.97841888143477e-05 0 0
"2010-1" 0.860000014305115 0.606262780975676 0.149476914508014 0 0 0 0 0 0 5.37179596926344e-05 0 0
"2011-1" 0.860000014305115 0.625268757015085 0.154366374795377 0 0 0 0 0 0 4.13493113921889e-05 0 0
