"date" "vegc"
"1982-1" 2940.45385742188
"1983-1" 2748.30224609375
"1984-1" 2831.40454101562
"1985-1" 2984.92895507812
"1986-1" 3011.181640625
"1987-1" 2938.1083984375
"1988-1" 3042.84350585938
"1989-1" 2985.23291015625
"1990-1" 2900.58642578125
"1991-1" 2903.88012695312
"1992-1" 2989.18432617188
"1993-1" 3045.39453125
"1994-1" 3091.49047851562
"1995-1" 3106.71728515625
"1996-1" 3049.13989257812
"1997-1" 2900.51635742188
"1998-1" 2806.24926757812
"1999-1" 2822.546875
"2000-1" 2830.375
"2001-1" 2852.41748046875
"2002-1" 2879.79443359375
"2003-1" 2975.0712890625
"2004-1" 2985.86499023438
"2005-1" 2872.8779296875
"2006-1" 2853.07421875
"2007-1" 2859.03344726562
"2008-1" 2958.775390625
"2009-1" 2986.03100585938
"2010-1" 3058.58813476562
"2011-1" 3137.4580078125
