"date" "vegc"
"1982-1" 3350.84375
"1983-1" 3189.09326171875
"1984-1" 3299.47021484375
"1985-1" 3445.54663085938
"1986-1" 3439.89013671875
"1987-1" 3470.875
"1988-1" 3568.73999023438
"1989-1" 3554.61401367188
"1990-1" 3455.00854492188
"1991-1" 3444.48681640625
"1992-1" 3539.97143554688
"1993-1" 3604.57763671875
"1994-1" 3647.11157226562
"1995-1" 3660.52709960938
"1996-1" 3590.28955078125
"1997-1" 3443.54077148438
"1998-1" 3334.32861328125
"1999-1" 3346.875
"2000-1" 3338.7060546875
"2001-1" 3377.53173828125
"2002-1" 3406.8505859375
"2003-1" 3495.927734375
"2004-1" 3504.90380859375
"2005-1" 3388.36401367188
"2006-1" 3388.99951171875
"2007-1" 3388.90576171875
"2008-1" 3479.3330078125
"2009-1" 3516.52978515625
"2010-1" 3596.63256835938
"2011-1" 3668.45043945312
