"date" "vegc"
"1982-1" 2937.99609375
"1983-1" 2733.27294921875
"1984-1" 2820.38818359375
"1985-1" 2984.46997070312
"1986-1" 3027.26538085938
"1987-1" 2947.44946289062
"1988-1" 3061.13989257812
"1989-1" 2975.486328125
"1990-1" 2888.63159179688
"1991-1" 2852.25268554688
"1992-1" 2929.98608398438
"1993-1" 2988.03784179688
"1994-1" 3023.25610351562
"1995-1" 3063.37670898438
"1996-1" 2984.30834960938
"1997-1" 2836.39379882812
"1998-1" 2741.29321289062
"1999-1" 2756.0986328125
"2000-1" 2756.76611328125
"2001-1" 2791.48803710938
"2002-1" 2844.65185546875
"2003-1" 2930.4794921875
"2004-1" 2923.34301757812
"2005-1" 2804.77197265625
"2006-1" 2803.48950195312
"2007-1" 2818.3642578125
"2008-1" 2918.720703125
"2009-1" 2968.88354492188
"2010-1" 3060.84008789062
"2011-1" 3131.60009765625
