"date" "vegc"
"1982-1" 3298.181640625
"1983-1" 3132.36083984375
"1984-1" 3238.46166992188
"1985-1" 3384.87060546875
"1986-1" 3341.88525390625
"1987-1" 3362.3642578125
"1988-1" 3458.92358398438
"1989-1" 3444.775390625
"1990-1" 3348.720703125
"1991-1" 3275.73486328125
"1992-1" 3366.90014648438
"1993-1" 3434.92163085938
"1994-1" 3480.06103515625
"1995-1" 3488.71899414062
"1996-1" 3429.48974609375
"1997-1" 3285.19946289062
"1998-1" 3174.44482421875
"1999-1" 3193.22778320312
"2000-1" 3183.84521484375
"2001-1" 3224.28271484375
"2002-1" 3251.47631835938
"2003-1" 3340.45092773438
"2004-1" 3365.701171875
"2005-1" 3247.72534179688
"2006-1" 3262.03442382812
"2007-1" 3277.61254882812
"2008-1" 3370.39501953125
"2009-1" 3415.65576171875
"2010-1" 3496.75146484375
"2011-1" 3564.75024414062
