"date" "vegc"
"1982-1" 2933.47900390625
"1983-1" 2747.38256835938
"1984-1" 2832.48583984375
"1985-1" 2985.02001953125
"1986-1" 3013.49682617188
"1987-1" 2941.73120117188
"1988-1" 3044.60009765625
"1989-1" 3020.77001953125
"1990-1" 2934.92407226562
"1991-1" 2936.56103515625
"1992-1" 3021.25
"1993-1" 3078.19116210938
"1994-1" 3126.98120117188
"1995-1" 3141.08154296875
"1996-1" 3088.40405273438
"1997-1" 2939.11083984375
"1998-1" 2845.6591796875
"1999-1" 2859.56518554688
"2000-1" 2870.00366210938
"2001-1" 2889.212890625
"2002-1" 2912.8154296875
"2003-1" 3007.56420898438
"2004-1" 3023.48095703125
"2005-1" 2910.3505859375
"2006-1" 2872.62133789062
"2007-1" 2902.21362304688
"2008-1" 3007.60791015625
"2009-1" 3038.58251953125
"2010-1" 3110.251953125
"2011-1" 3178.94067382812
