"date" "vegc"
"1982-1" 2938.50708007812
"1983-1" 2753.49487304688
"1984-1" 2838.20922851562
"1985-1" 2989.22705078125
"1986-1" 3022.96142578125
"1987-1" 2952.50659179688
"1988-1" 3053.73266601562
"1989-1" 3042.74853515625
"1990-1" 2956.79760742188
"1991-1" 2951.26538085938
"1992-1" 3036.58666992188
"1993-1" 3091.85083007812
"1994-1" 3143.0263671875
"1995-1" 3163.51000976562
"1996-1" 3111.66235351562
"1997-1" 2962.818359375
"1998-1" 2868.8125
"1999-1" 2860.77734375
"2000-1" 2871.33447265625
"2001-1" 2893.54418945312
"2002-1" 2917.36499023438
"2003-1" 3013.14086914062
"2004-1" 3032.27465820312
"2005-1" 2918.9453125
"2006-1" 2883.62744140625
"2007-1" 2910.20458984375
"2008-1" 3016.32006835938
"2009-1" 3047.01049804688
"2010-1" 3115.21850585938
"2011-1" 3174.41943359375
